shipping_id,warehouse_id,shipping_partner,shipping_cost,delivery_days,delivery_status
744,4,Blue Dart,163,2,Delivered
745,4,DTDC,203,7,Delivered
746,2,DTDC,176,7,Delivered
747,3,Blue Dart,247,2,Delivered
748,2,Delhivery,165,7,Delivered
749,4,DTDC,263,4,Delivered
750,2,Blue Dart,179,2,Delivered
751,3,Blue Dart,61,6,Delivered
752,1,Delhivery,200,5,Delivered
753,4,Ekart,86,4,Delivered
754,2,Delhivery,296,1,Delivered
755,5,Ekart,294,1,Delivered
756,1,Ekart,208,7,Delivered
757,2,DTDC,151,2,Delivered
758,2,Ekart,265,4,Delivered
759,1,DTDC,231,6,Delivered
760,3,DTDC,283,6,Delivered
761,2,Ekart,283,6,Delivered
762,1,Delhivery,67,6,Delivered
763,3,DTDC,198,6,Delivered
764,1,Blue Dart,266,4,Delivered
765,3,Ekart,86,7,Delivered
766,3,Blue Dart,122,4,Delivered
767,4,Delhivery,180,7,Delivered
768,4,DTDC,210,6,Delivered
769,2,Ekart,299,1,Delivered
770,5,Ekart,272,6,Delivered
771,2,DTDC,109,1,Delivered
772,3,Ekart,82,1,Delivered
773,5,Blue Dart,250,7,Delivered
774,4,DTDC,108,3,Delivered
775,3,Ekart,141,1,Delivered
776,2,DTDC,233,7,Delivered
777,2,Delhivery,51,5,Delivered
778,2,Delhivery,276,2,Delivered
779,1,DTDC,259,5,Delivered
780,1,Ekart,127,5,Delivered
781,5,DTDC,272,7,Delivered
782,1,Blue Dart,144,2,Delivered
783,3,DTDC,235,2,Delivered
784,5,Blue Dart,184,6,Delivered
785,4,Blue Dart,249,7,Delivered
786,3,Ekart,160,5,Delivered
787,3,DTDC,83,1,Delivered
788,3,DTDC,148,6,Delivered
789,5,Ekart,77,1,Delivered
790,1,Ekart,160,4,Delivered
791,5,Delhivery,42,3,Delivered
792,4,Ekart,242,6,Delivered
793,5,Delhivery,131,3,Delivered
794,4,Ekart,279,2,Delivered
795,5,DTDC,112,3,Delivered
796,1,Blue Dart,295,7,Delivered
797,3,DTDC,184,3,Delivered
798,5,Ekart,263,2,Delivered
799,2,DTDC,67,2,Delivered
800,2,Blue Dart,58,4,Delivered
801,4,DTDC,99,4,Delivered
802,3,DTDC,274,4,Delivered
803,1,Ekart,87,2,Delivered
804,2,Blue Dart,300,7,Delivered
805,5,Blue Dart,42,5,Delivered
806,2,DTDC,79,2,Delivered
807,1,Ekart,53,3,Delivered
808,4,Ekart,94,7,Delivered
809,1,Delhivery,275,7,Delivered
810,4,Ekart,42,3,Delivered
811,5,DTDC,206,6,Delivered
812,2,Blue Dart,64,7,Delivered
813,3,Delhivery,76,5,Delivered
814,4,Delhivery,244,3,Delivered
815,4,Delhivery,50,7,Delivered
816,4,DTDC,185,6,Delivered
817,1,Ekart,291,7,Delivered
818,5,Blue Dart,223,6,Delivered
819,5,Blue Dart,290,4,Delivered
820,4,Ekart,256,1,Delivered
821,3,Blue Dart,262,6,Delivered
822,1,Ekart,277,6,Delivered
823,4,Delhivery,188,4,Delivered
824,4,Ekart,116,2,Delivered
825,2,DTDC,191,5,Delivered
826,1,Delhivery,95,5,Delivered
827,1,DTDC,169,3,Delivered
828,1,Delhivery,98,6,Delivered
829,2,Blue Dart,241,1,Delivered
830,3,Ekart,272,7,Delivered
831,5,Ekart,214,7,Delivered
832,2,Blue Dart,80,6,Delivered
833,1,DTDC,49,1,Delivered
834,1,Blue Dart,284,4,Delivered
835,5,DTDC,195,5,Delivered
836,3,DTDC,194,1,Delivered
837,1,Blue Dart,97,7,Delivered
838,1,Blue Dart,286,6,Delivered
839,4,Blue Dart,84,3,Delivered
840,2,DTDC,256,1,Delivered
841,2,DTDC,288,4,Delivered
842,5,Blue Dart,143,3,Delivered
843,1,Ekart,44,1,Delivered
844,4,DTDC,188,1,Delivered
845,4,DTDC,158,6,Delivered
846,1,DTDC,201,5,Delivered
847,4,DTDC,99,4,Delivered
848,4,DTDC,50,2,Delivered
849,4,Ekart,264,2,Delivered
850,5,Ekart,279,2,Delivered
851,4,DTDC,224,7,Delivered
852,5,Blue Dart,184,6,Delivered
853,4,Blue Dart,128,2,Delivered
854,4,Delhivery,252,4,Delivered
855,2,Delhivery,49,3,Delivered
856,3,Blue Dart,129,7,Delivered
857,1,Delhivery,212,4,Delivered
858,2,Delhivery,154,4,Delivered
859,3,Delhivery,176,2,Delivered
860,5,Delhivery,65,4,Delivered
861,1,Delhivery,92,7,Delivered
862,5,Delhivery,125,6,Delivered
863,3,Blue Dart,189,6,Delivered
864,4,Delhivery,118,6,Delivered
865,2,Delhivery,143,4,Delivered
866,1,Blue Dart,282,3,Delivered
867,2,Delhivery,176,3,Delivered
868,3,Blue Dart,117,7,Delivered
869,4,Blue Dart,110,7,Delivered
870,4,DTDC,225,1,Delivered
871,1,Delhivery,83,3,Delivered
872,2,DTDC,71,4,Delivered
873,2,Delhivery,191,4,Delivered
874,3,Ekart,216,1,Delivered
875,5,Blue Dart,246,4,Delivered
876,5,DTDC,216,7,Delivered
877,2,Ekart,83,1,Delivered
878,4,Blue Dart,185,2,Delivered
879,5,Ekart,214,7,Delivered
880,1,Delhivery,172,2,Delivered
881,4,Delhivery,70,7,Delivered
882,5,Ekart,103,1,Delivered
883,4,Ekart,42,4,Delivered
884,5,Blue Dart,219,3,Delivered
885,2,DTDC,166,1,Delivered
886,5,Blue Dart,224,4,Delivered
887,4,DTDC,81,1,Delivered
888,2,DTDC,149,4,Delivered
889,5,DTDC,242,7,Delivered
890,4,DTDC,265,6,Delivered
891,4,Blue Dart,113,5,Delivered
892,4,Blue Dart,100,6,Delivered
893,4,Delhivery,120,5,Delivered
894,5,DTDC,96,1,Delivered
895,3,Delhivery,118,1,Delivered
896,3,Ekart,190,4,Delivered
897,2,DTDC,64,3,Delivered
898,2,Blue Dart,290,1,Delivered
899,3,Delhivery,62,4,Delivered
900,3,DTDC,212,7,Delivered
901,5,Blue Dart,110,5,Delivered
902,4,DTDC,116,7,Delivered
903,1,DTDC,238,2,Delivered
904,3,Delhivery,266,6,Delivered
905,2,Delhivery,198,5,Delivered
906,5,Delhivery,138,5,Delivered
907,1,Blue Dart,283,5,Delivered
908,1,Blue Dart,49,3,Delivered
909,2,DTDC,83,7,Delivered
910,3,DTDC,63,4,Delivered
911,3,DTDC,132,4,Delivered
912,3,DTDC,171,1,Delivered
913,5,Blue Dart,186,2,Delivered
914,1,Blue Dart,197,4,Delivered
915,1,Ekart,132,1,Delivered
916,3,DTDC,90,3,Delivered
917,3,Ekart,232,7,Delivered
918,1,Blue Dart,162,7,Delivered
919,2,DTDC,300,7,Delivered
920,1,Ekart,71,3,Delivered
921,4,Delhivery,287,1,Delivered
922,1,Ekart,91,2,Delivered
923,2,Ekart,248,4,Delivered
924,2,Blue Dart,231,5,Delivered
925,5,DTDC,271,1,Delivered
926,5,Ekart,125,1,Delivered
927,3,Ekart,234,3,Delivered
928,5,Ekart,63,2,Delivered
929,5,Delhivery,193,1,Delivered
930,2,Ekart,261,2,Delivered
931,3,Ekart,173,7,Delivered
932,3,Blue Dart,204,3,Delivered
933,5,Ekart,48,6,Delivered
934,5,DTDC,42,1,Delivered
935,4,DTDC,241,5,Delivered
936,5,Delhivery,267,6,Delivered
937,4,Ekart,238,2,Delivered
938,1,DTDC,229,2,Delivered
939,2,Delhivery,183,6,Delivered
940,2,Delhivery,195,7,Delivered
941,2,DTDC,225,1,Delivered
942,5,Blue Dart,43,2,Delivered
943,1,Ekart,296,4,Delivered
944,2,Blue Dart,73,5,Delivered
945,2,Ekart,156,5,Delivered
946,2,Delhivery,169,6,Delivered
947,1,DTDC,66,7,Delivered
948,4,DTDC,180,1,Delivered
949,4,DTDC,225,5,Delivered
950,2,Delhivery,182,4,Delivered
951,3,Delhivery,240,2,Delivered
952,5,Delhivery,155,6,Delivered
953,2,Blue Dart,124,3,Delivered
954,1,Delhivery,285,4,Delivered
955,5,Ekart,168,2,Delivered
956,2,Ekart,67,7,Delivered
957,2,Delhivery,264,7,Delivered
958,5,Delhivery,83,1,Delivered
959,4,Ekart,73,7,Delivered
960,4,Delhivery,194,5,Delivered
961,1,Delhivery,68,5,Delivered
962,4,DTDC,89,5,Delivered
963,2,Delhivery,272,4,Delivered
964,5,Delhivery,213,6,Delivered
965,4,Ekart,138,1,Delivered
966,5,Delhivery,139,5,Delivered
967,3,Ekart,255,4,Delivered
968,4,Blue Dart,164,2,Delivered
969,1,Blue Dart,199,5,Delivered
970,3,Ekart,114,2,Delivered
971,5,Ekart,189,3,Delivered
972,5,Blue Dart,69,2,Delivered
973,1,DTDC,216,2,Delivered
974,2,Delhivery,214,2,Delivered
975,4,Ekart,211,5,Delivered
976,3,Blue Dart,93,4,Delivered
977,4,Blue Dart,41,6,Delivered
978,4,Blue Dart,162,4,Delivered
979,4,Blue Dart,244,2,Delivered
980,3,Delhivery,77,3,Delivered
981,1,Blue Dart,188,4,Delivered
982,3,Delhivery,55,2,Delivered
983,2,Blue Dart,174,6,Delivered
984,5,Blue Dart,131,2,Delivered
985,3,Delhivery,50,7,Delivered
986,4,Delhivery,213,2,Delivered
987,2,Ekart,230,6,Delivered
988,5,DTDC,73,1,Delivered
989,2,Blue Dart,233,6,Delivered
990,5,DTDC,165,1,Delivered
991,5,Blue Dart,190,7,Delivered
992,2,Delhivery,183,7,Delivered
993,5,DTDC,147,6,Delivered
994,5,Delhivery,125,5,Delivered
995,3,DTDC,277,2,Delivered
996,5,DTDC,293,4,Delivered
997,4,Delhivery,146,2,Delivered
998,4,Blue Dart,242,2,Delivered
999,4,Blue Dart,231,3,Delivered
1000,2,Delhivery,191,4,Delivered
1001,2,Delhivery,278,5,Delivered
1002,4,DTDC,279,4,Delivered
1003,4,Ekart,179,4,Delivered
1004,4,Blue Dart,175,6,Delivered
1005,1,Ekart,296,5,Delivered
1006,3,Blue Dart,90,1,Delivered
1007,1,Blue Dart,210,2,Delivered
1008,3,Ekart,180,2,Delivered
1009,2,Ekart,44,7,Delivered
1010,3,DTDC,247,7,Delivered
1011,4,Blue Dart,243,2,Delivered
1012,4,Blue Dart,279,6,Delivered
1013,3,Delhivery,200,7,Delivered
1014,4,Blue Dart,264,4,Delivered
1015,1,Ekart,111,5,Delivered
1016,3,Delhivery,295,7,Delivered
1017,3,Blue Dart,254,4,Delivered
1018,5,Ekart,206,5,Delivered
1019,1,Blue Dart,118,3,Delivered
1020,5,DTDC,235,2,Delivered
1021,1,DTDC,136,4,Delivered
1022,5,DTDC,195,1,Delivered
1023,5,Blue Dart,56,7,Delivered
1024,4,Delhivery,135,2,Delivered
1025,3,Blue Dart,159,3,Delivered
1026,1,DTDC,69,3,Delivered
1027,2,Ekart,250,4,Delivered
1028,2,DTDC,284,6,Delivered
1029,2,Blue Dart,145,3,Delivered
1030,2,Ekart,143,5,Delivered
1031,3,Blue Dart,43,2,Delivered
1032,4,Blue Dart,208,5,Delivered
1033,4,DTDC,60,6,Delivered
1034,4,Ekart,192,4,Delivered
1035,4,Blue Dart,131,5,Delivered
1036,4,DTDC,133,6,Delivered
1037,4,Delhivery,162,7,Delivered
1038,5,Ekart,74,6,Delivered
1039,4,DTDC,102,3,Delivered
1040,5,Ekart,249,4,Delivered
1041,2,Delhivery,276,1,Delivered
1042,4,Ekart,244,7,Delivered
1043,1,Delhivery,168,1,Delivered
1044,3,DTDC,288,4,Delivered
1045,5,Blue Dart,264,2,Delivered
1046,2,Blue Dart,49,5,Delivered
1047,3,Delhivery,240,2,Delivered
1048,3,Blue Dart,265,3,Delivered
1049,1,Blue Dart,266,6,Delivered
1050,1,DTDC,197,4,Delivered
1051,1,Delhivery,233,7,Delivered
1052,3,Blue Dart,142,1,Delivered
1053,1,Delhivery,212,7,Delivered
1054,2,Delhivery,125,6,Delivered
1055,4,Delhivery,207,3,Delivered
1056,5,Blue Dart,242,4,Delivered
1057,2,Delhivery,222,3,Delivered
1058,4,Ekart,46,4,Delivered
1059,2,Delhivery,182,6,Delivered
1060,1,Delhivery,151,4,Delivered
1061,4,Delhivery,127,3,Delivered
1062,5,Ekart,238,6,Delivered
1063,3,Blue Dart,202,7,Delivered
1064,1,Ekart,49,5,Delivered
1065,4,DTDC,159,5,Delivered
1066,2,Delhivery,103,3,Delivered
1067,2,Delhivery,70,2,Delivered
1068,3,Blue Dart,117,4,Delivered
1069,2,DTDC,208,2,Delivered
1070,1,DTDC,187,7,Delivered
1071,3,Ekart,164,2,Delivered
1072,2,Blue Dart,235,5,Delivered
1073,4,Delhivery,73,7,Delivered
1074,2,Delhivery,112,2,Delivered
1075,2,Blue Dart,160,5,Delivered
1076,4,Ekart,124,6,Delivered
1077,4,Blue Dart,167,3,Delivered
1078,4,Blue Dart,179,7,Delivered
1079,1,Ekart,243,4,Delivered
1080,4,DTDC,298,5,Delivered
1081,2,DTDC,50,7,Delivered
1082,1,Ekart,118,5,Delivered
1083,3,DTDC,277,3,Delivered
1084,4,DTDC,76,3,Delivered
1085,2,Blue Dart,137,1,Delivered
1086,3,DTDC,247,4,Delivered
1087,3,DTDC,290,3,Delivered
1088,1,DTDC,59,1,Delivered
1089,2,Blue Dart,263,3,Delivered
1090,5,DTDC,228,6,Delivered
1091,4,Blue Dart,164,4,Delivered
1092,1,Blue Dart,173,5,Delivered
1093,3,Blue Dart,122,1,Delivered
1094,4,DTDC,81,5,Delivered
1095,4,Blue Dart,258,3,Delivered
1096,5,DTDC,197,6,Delivered
1097,1,Ekart,113,3,Delivered
1098,4,Ekart,43,2,Delivered
1099,1,Delhivery,75,7,Delivered
1100,5,DTDC,187,6,Delivered
1101,2,Ekart,135,6,Delivered
1102,4,Blue Dart,297,1,Delivered
1103,2,Blue Dart,142,1,Delivered
1104,2,Ekart,249,4,Delivered
1105,1,Blue Dart,80,3,Delivered
1106,1,Ekart,72,3,Delivered
1107,2,DTDC,288,6,Delivered
1108,1,Delhivery,176,7,Delivered
1109,5,Delhivery,89,2,Delivered
1110,4,Ekart,288,4,Delivered
1111,5,DTDC,212,3,Delivered
1112,3,Blue Dart,224,6,Delivered
1113,5,Delhivery,222,7,Delivered
1114,1,DTDC,245,6,Delivered
1115,1,Delhivery,183,6,Delivered
1116,3,DTDC,283,5,Delivered
1117,1,Ekart,48,6,Delivered
1118,3,DTDC,159,5,Delivered
1119,5,Delhivery,218,4,Delivered
1120,1,DTDC,190,5,Delivered
1121,5,Delhivery,105,4,Delivered
1122,3,DTDC,126,4,Delivered
1123,4,Blue Dart,164,2,Delivered
1124,1,DTDC,54,2,Delivered
1125,4,Ekart,152,6,Delivered
1126,1,Blue Dart,291,1,Delivered
1127,2,Delhivery,215,4,Delivered
1128,5,DTDC,159,2,Delivered
1129,3,Delhivery,97,1,Delivered
1130,2,Delhivery,228,2,Delivered
1131,4,Delhivery,199,1,Delivered
1132,2,DTDC,256,3,Delivered
1133,2,Blue Dart,94,4,Delivered
1134,4,Ekart,114,7,Delivered
1135,2,DTDC,273,2,Delivered
1136,2,Delhivery,203,3,Delivered
1137,3,DTDC,150,4,Delivered
1138,1,Ekart,118,7,Delivered
1139,2,Delhivery,131,7,Delivered
1140,3,Blue Dart,51,5,Delivered
1141,4,DTDC,218,7,Delivered
1142,1,Ekart,184,6,Delivered
1143,5,DTDC,89,2,Delivered
1144,1,Ekart,274,6,Delivered
1145,2,DTDC,287,3,Delivered
1146,2,Blue Dart,140,6,Delivered
1147,3,Delhivery,115,4,Delivered
1148,2,Delhivery,89,3,Delivered
1149,2,Delhivery,100,5,Delivered
1150,5,DTDC,116,6,Delivered
1151,2,Delhivery,100,2,Delivered
1152,3,Blue Dart,232,7,Delivered
1153,4,DTDC,180,6,Delivered
1154,3,Delhivery,101,1,Delivered
1155,4,Blue Dart,51,5,Delivered
1156,4,Ekart,88,7,Delivered
1157,4,DTDC,262,3,Delivered
1158,1,Ekart,72,6,Delivered
1159,2,DTDC,50,4,Delivered
1160,5,DTDC,72,5,Delivered
1161,5,Delhivery,146,6,Delivered
1162,2,Blue Dart,42,5,Delivered
1163,1,Delhivery,105,5,Delivered
1164,1,Ekart,57,1,Delivered
1165,3,Ekart,127,4,Delivered
1166,2,Ekart,63,5,Delivered
1167,5,DTDC,111,5,Delivered
1168,5,Ekart,147,6,Delivered
1169,2,Delhivery,136,2,Delivered
1170,2,Blue Dart,223,3,Delivered
1171,4,Delhivery,170,3,Delivered
1172,4,DTDC,82,3,Delivered
1173,2,Blue Dart,76,6,Delivered
1174,2,Ekart,123,4,Delivered
1175,3,DTDC,234,1,Delivered
1176,2,Delhivery,178,1,Delivered
1177,5,DTDC,73,3,Delivered
1178,3,Ekart,179,2,Delivered
1179,3,Delhivery,90,4,Delivered
1180,4,Delhivery,103,2,Delivered
1181,5,DTDC,88,5,Delivered
1182,3,Ekart,90,1,Delivered
1183,4,Blue Dart,216,7,Delivered
1184,5,DTDC,284,5,Delivered
1185,1,Blue Dart,104,2,Delivered
1186,3,Delhivery,229,6,Delivered
1187,5,DTDC,274,2,Delivered
1188,4,Ekart,181,4,Delivered
1189,3,Delhivery,196,4,Delivered
1190,1,Delhivery,79,6,Delivered
1191,2,Delhivery,83,6,Delivered
1192,4,Delhivery,257,6,Delivered
1193,4,DTDC,103,4,Delivered
1194,2,Delhivery,257,6,Delivered
1195,2,Delhivery,269,2,Delivered
1196,2,Blue Dart,78,3,Delivered
1197,5,Ekart,66,4,Delivered
1198,2,Ekart,97,3,Delivered
1199,5,Delhivery,188,3,Delivered
1200,3,Blue Dart,41,6,Delivered
1201,4,Blue Dart,196,6,Delivered
1202,4,DTDC,69,3,Delivered
1203,4,Ekart,192,3,Delivered
1204,3,Blue Dart,245,3,Delivered
1205,4,DTDC,141,1,Delivered
1206,2,DTDC,103,4,Delivered
1207,3,Blue Dart,280,4,Delivered
1208,3,DTDC,133,5,Delivered
1209,1,DTDC,264,2,Delivered
1210,4,Delhivery,223,7,Delivered
1211,1,Blue Dart,185,1,Delivered
1212,4,Ekart,56,2,Delivered
1213,4,Ekart,100,4,Delivered
1214,4,Blue Dart,206,7,Delivered
1215,5,DTDC,107,1,Delivered
1216,1,Blue Dart,119,3,Delivered
1217,2,Delhivery,215,4,Delivered
1218,1,DTDC,285,3,Delivered
1219,1,DTDC,166,5,Delivered
1220,2,Blue Dart,183,7,Delivered
1221,2,DTDC,141,4,Delivered
1222,5,Blue Dart,136,7,Delivered
1223,2,Delhivery,107,4,Delivered
1224,2,Blue Dart,258,1,Delivered
1225,1,Delhivery,234,4,Delivered
1226,2,Blue Dart,212,4,Delivered
1227,5,DTDC,66,3,Delivered
1228,3,Ekart,219,6,Delivered
1229,3,Delhivery,133,1,Delivered
1230,3,Blue Dart,186,4,Delivered
1231,1,DTDC,134,3,Delivered
1232,3,Ekart,195,1,Delivered
1233,5,Blue Dart,209,3,Delivered
1234,5,Ekart,161,6,Delivered
1235,5,DTDC,84,1,Delivered
1236,1,Delhivery,137,2,Delivered
1237,1,Delhivery,215,3,Delivered
1238,2,Blue Dart,62,2,Delivered
1239,5,Ekart,217,3,Delivered
1240,4,Delhivery,287,4,Delivered
1241,1,Blue Dart,180,6,Delivered
1242,3,Delhivery,71,7,Delivered
1243,4,DTDC,78,2,Delivered
1244,4,DTDC,245,5,Delivered
1245,2,Delhivery,121,5,Delivered
1246,1,DTDC,297,6,Delivered
1247,3,Ekart,152,3,Delivered
1248,5,Delhivery,127,2,Delivered
1249,2,Ekart,60,6,Delivered
1250,2,Ekart,66,6,Delivered
1251,5,Delhivery,40,6,Delivered
1252,3,Ekart,82,6,Delivered
1253,3,Blue Dart,249,5,Delivered
1254,1,Delhivery,222,2,Delivered
1255,2,Ekart,48,5,Delivered
1256,1,DTDC,171,7,Delivered
1257,5,Blue Dart,266,2,Delivered
1258,2,DTDC,119,4,Delivered
1259,3,Blue Dart,285,1,Delivered
1260,4,Blue Dart,130,2,Delivered
1261,2,Ekart,50,3,Delivered
1262,4,Blue Dart,75,2,Delivered
1263,2,DTDC,246,1,Delivered
1264,2,Delhivery,91,4,Delivered
1265,1,Delhivery,62,2,Delivered
1266,3,Blue Dart,46,7,Delivered
1267,1,Ekart,83,2,Delivered
1268,5,DTDC,123,3,Delivered
1269,2,Blue Dart,68,5,Delivered
1270,5,Delhivery,50,7,Delivered
1271,5,Ekart,92,5,Delivered
1272,2,Delhivery,154,1,Delivered
1273,4,Blue Dart,220,6,Delivered
1274,4,Delhivery,291,2,Delivered
1275,1,Ekart,222,1,Delivered
1276,1,Ekart,83,1,Delivered
1277,2,DTDC,211,5,Delivered
1278,2,Ekart,186,3,Delivered
1279,3,DTDC,228,3,Delivered
1280,1,Blue Dart,115,3,Delivered
1281,4,DTDC,74,1,Delivered
1282,3,Blue Dart,86,3,Delivered
1283,4,Ekart,203,4,Delivered
1284,4,Ekart,110,7,Delivered
1285,4,DTDC,294,5,Delivered
1286,5,Blue Dart,236,1,Delivered
1287,5,Blue Dart,84,2,Delivered
1288,2,Delhivery,225,5,Delivered
1289,1,Delhivery,218,3,Delivered
1290,3,DTDC,113,7,Delivered
1291,4,Blue Dart,147,7,Delivered
1292,2,Delhivery,113,4,Delivered
1293,4,Ekart,67,6,Delivered
1294,1,DTDC,120,1,Delivered
1295,2,Delhivery,165,1,Delivered
1296,4,Blue Dart,133,4,Delivered
1297,5,Ekart,280,4,Delivered
1298,4,Delhivery,186,1,Delivered
1299,1,Blue Dart,297,2,Delivered
1300,4,DTDC,172,5,Delivered
1301,2,DTDC,120,3,Delivered
1302,5,DTDC,104,6,Delivered
1303,5,Delhivery,152,4,Delivered
1304,5,Delhivery,279,4,Delivered
1305,4,Blue Dart,67,7,Delivered
1306,2,Ekart,95,1,Delivered
1307,5,Ekart,54,2,Delivered
1308,5,Delhivery,73,2,Delivered
1309,3,Blue Dart,143,6,Delivered
1310,2,Ekart,83,5,Delivered
1311,5,DTDC,63,1,Delivered
1312,3,Delhivery,222,7,Delivered
1313,5,Blue Dart,201,7,Delivered
1314,2,Delhivery,209,4,Delivered
1315,1,Blue Dart,52,5,Delivered
1316,4,Delhivery,188,2,Delivered
1317,1,Delhivery,158,2,Delivered
1318,2,Ekart,269,7,Delivered
1319,3,Ekart,260,1,Delivered
1320,2,Blue Dart,78,2,Delivered
1321,1,Delhivery,113,7,Delivered
1322,5,Delhivery,295,1,Delivered
1323,2,Ekart,122,1,Delivered
1324,3,Ekart,85,1,Delivered
1325,3,DTDC,171,7,Delivered
1326,2,Delhivery,289,1,Delivered
1327,4,DTDC,106,4,Delivered
1328,5,Ekart,231,1,Delivered
1329,5,DTDC,174,6,Delivered
1330,1,Blue Dart,44,2,Delivered
1331,3,DTDC,121,5,Delivered
1332,2,DTDC,276,6,Delivered
1333,4,DTDC,278,1,Delivered
1334,1,DTDC,261,2,Delivered
1335,1,Ekart,215,5,Delivered
1336,4,Delhivery,182,4,Delivered
1337,2,DTDC,114,6,Delivered
1338,5,Delhivery,234,1,Delivered
1339,4,DTDC,149,1,Delivered
1340,4,Ekart,169,6,Delivered
1341,2,Delhivery,180,4,Delivered
1342,4,DTDC,149,6,Delivered
1343,2,Delhivery,87,4,Delivered
1344,2,Blue Dart,218,4,Delivered
1345,5,Blue Dart,263,3,Delivered
1346,4,Delhivery,141,1,Delivered
1347,5,Blue Dart,205,6,Delivered
1348,1,Blue Dart,274,2,Delivered
1349,1,DTDC,174,5,Delivered
1350,4,Blue Dart,270,6,Delivered
1351,1,Delhivery,151,6,Delivered
1352,5,Blue Dart,233,2,Delivered
1353,2,Delhivery,229,7,Delivered
1354,3,Ekart,297,7,Delivered
1355,4,DTDC,251,4,Delivered
1356,5,DTDC,211,1,Delivered
1357,4,DTDC,231,2,Delivered
1358,2,DTDC,235,3,Delivered
1359,3,Delhivery,84,7,Delivered
1360,1,Delhivery,250,1,Delivered
1361,5,Delhivery,267,5,Delivered
1362,3,DTDC,148,2,Delivered
1363,5,DTDC,98,2,Delivered
1364,1,Ekart,277,4,Delivered
1365,1,Ekart,154,5,Delivered
1366,3,Ekart,252,6,Delivered
1367,4,Delhivery,47,1,Delivered
1368,5,Ekart,211,2,Delivered
1369,4,Blue Dart,240,2,Delivered
1370,1,DTDC,105,6,Delivered
1371,4,Ekart,121,4,Delivered
1372,2,Delhivery,240,7,Delivered
1373,5,Blue Dart,205,2,Delivered
1374,1,DTDC,45,6,Delivered
1375,2,Delhivery,80,5,Delivered
1376,2,DTDC,223,2,Delivered
1377,3,Blue Dart,165,6,Delivered
1378,3,Delhivery,180,1,Delivered
1379,1,Delhivery,96,4,Delivered
1380,1,Delhivery,112,3,Delivered
1381,1,Delhivery,293,7,Delivered
1382,4,Delhivery,291,7,Delivered
1383,1,DTDC,79,2,Delivered
1384,4,Ekart,270,7,Delivered
1385,3,Delhivery,131,6,Delivered
1386,1,Delhivery,215,3,Delivered
1387,5,Delhivery,121,5,Delivered
1388,1,Blue Dart,55,5,Delivered
1389,5,Blue Dart,150,7,Delivered
1390,2,Delhivery,207,2,Delivered
1391,2,Ekart,180,4,Delivered
1392,3,Ekart,279,6,Delivered
1393,4,DTDC,138,3,Delivered
1394,3,DTDC,92,5,Delivered
1395,3,Blue Dart,145,6,Delivered
1396,4,DTDC,179,7,Delivered
1397,1,DTDC,259,2,Delivered
1398,3,Delhivery,270,2,Delivered
1399,5,Ekart,249,3,Delivered
1400,3,DTDC,55,1,Delivered
1401,4,Blue Dart,223,2,Delivered
1402,3,Ekart,114,7,Delivered
1403,1,Ekart,45,6,Delivered
1404,4,Ekart,159,5,Delivered
1405,3,Blue Dart,151,1,Delivered
1406,5,Delhivery,255,6,Delivered
1407,3,Ekart,141,2,Delivered
1408,4,Delhivery,180,4,Delivered
1409,4,Blue Dart,207,5,Delivered
1410,5,Delhivery,185,1,Delivered
1411,1,DTDC,185,2,Delivered
1412,1,Delhivery,212,6,Delivered
1413,4,Delhivery,252,6,Delivered
1414,3,Ekart,244,1,Delivered
1415,4,Delhivery,241,3,Delivered
1416,4,Delhivery,231,5,Delivered
1417,2,Delhivery,45,2,Delivered
1418,4,Blue Dart,127,1,Delivered
1419,5,Delhivery,66,3,Delivered
1420,1,Delhivery,195,1,Delivered
1421,5,DTDC,178,6,Delivered
1422,5,DTDC,101,2,Delivered
1423,5,DTDC,268,6,Delivered
1424,5,Blue Dart,284,6,Delivered
1425,3,DTDC,155,1,Delivered
1426,1,Ekart,164,6,Delivered
1427,1,Delhivery,293,1,Delivered
1428,2,DTDC,237,2,Delivered
1429,3,Blue Dart,200,7,Delivered
1430,4,Blue Dart,298,1,Delivered
1431,2,Ekart,237,4,Delivered
1432,5,Blue Dart,244,2,Delivered
1433,4,Blue Dart,197,7,Delivered
1434,2,DTDC,94,6,Delivered
1435,1,DTDC,135,3,Delivered
1436,5,DTDC,220,3,Delivered
1437,1,Ekart,260,2,Delivered
1438,5,DTDC,300,3,Delivered
1439,3,Ekart,90,1,Delivered
1440,4,Blue Dart,190,2,Delivered
1441,5,Ekart,292,5,Delivered
1442,1,Blue Dart,96,2,Delivered
1443,1,Ekart,162,1,Delivered
1444,3,Blue Dart,247,4,Delivered
1445,2,Ekart,293,2,Delivered
1446,3,Ekart,187,6,Delivered
1447,2,DTDC,196,7,Delivered
1448,2,Ekart,75,2,Delivered
1449,4,Blue Dart,46,6,Delivered
1450,3,Delhivery,130,3,Delivered
1451,2,Delhivery,220,4,Delivered
1452,4,Blue Dart,281,1,Delivered
1453,5,Ekart,156,5,Delivered
1454,2,Delhivery,91,3,Delivered
1455,4,DTDC,219,5,Delivered
1456,3,Ekart,274,1,Delivered
1457,3,Ekart,287,1,Delivered
1458,1,Blue Dart,250,7,Delivered
1459,3,DTDC,55,2,Delivered
1460,3,Blue Dart,85,2,Delivered
1461,1,Ekart,270,5,Delivered
1462,3,Ekart,240,5,Delivered
