return_id,order_item_id,return_reason,return_date,refund_amount
641,6421,Damaged,2025-10-14,1343.85
642,6431,Damaged,2026-02-18,4941.62
643,6434,Damaged,2026-01-05,6093.42
644,6439,Damaged,2025-11-02,16529.13
645,6458,Damaged,2026-07-29,189.21
646,6471,Damaged,2026-04-17,6974.36
647,6476,Damaged,2025-10-12,6024.82
648,6481,Damaged,2025-09-28,3634.97
649,6482,Damaged,2025-11-11,5550.79
650,6486,Damaged,2025-08-17,22033.6
651,6489,Damaged,2026-06-30,2711.76
652,6512,Damaged,2025-09-14,8137.8
653,6517,Damaged,2025-12-08,6387.71
654,6537,Damaged,2026-03-13,718.19
655,6542,Damaged,2026-04-27,4242.76
656,6551,Damaged,2026-02-17,3591.17
657,6566,Damaged,2025-12-27,5911.85
658,6600,Damaged,2026-03-11,1357.86
659,6601,Damaged,2025-10-17,5736.71
660,6603,Damaged,2026-06-26,21977.91
661,6607,Damaged,2025-12-06,7681.61
662,6626,Damaged,2026-02-11,6918.07
663,6656,Damaged,2025-08-12,5545.96
664,6664,Damaged,2026-02-27,18979.35
665,6675,Damaged,2025-12-23,6149.03
666,6683,Damaged,2025-09-18,9667.33
667,6687,Damaged,2026-06-30,1640.83
668,6694,Damaged,2026-07-04,3767.66
669,6720,Damaged,2026-03-07,6148.61
670,6727,Damaged,2026-04-07,837.84
671,6733,Damaged,2026-02-23,1999.48
672,6741,Damaged,2025-11-03,7318.39
673,6760,Damaged,2025-08-15,22603.59
674,6765,Damaged,2026-07-11,5389.06
675,6778,Damaged,2026-06-27,24475.93
676,6785,Damaged,2026-07-07,18352.32
677,6786,Damaged,2025-09-27,18983.77
678,6788,Damaged,2026-01-03,932.81
679,6804,Damaged,2025-10-16,14409.9
680,6806,Damaged,2026-03-11,12312.33
681,6830,Damaged,2025-10-12,6193.65
682,6854,Damaged,2026-08-04,23330.38
683,6857,Damaged,2026-06-13,359.25
684,6860,Damaged,2025-10-16,10248.28
685,6868,Damaged,2026-08-03,12568.9
686,6895,Damaged,2026-06-15,4558.97
687,6921,Damaged,2026-01-12,25539.86
688,6926,Damaged,2025-08-09,5225.56
689,6928,Damaged,2026-03-07,7791.34
690,6930,Damaged,2025-11-27,28159.73
691,6931,Damaged,2026-03-04,3835.18
692,6940,Damaged,2026-06-13,2606.56
693,7001,Damaged,2026-02-21,186.48
694,7026,Damaged,2026-07-08,18147.29
695,7032,Damaged,2026-01-05,8589.03
696,7040,Damaged,2025-12-13,1572.75
697,7042,Damaged,2025-12-17,13302.95
698,7044,Damaged,2026-06-08,12563.34
699,7048,Damaged,2026-03-03,1984.74
700,7057,Damaged,2025-08-14,7686.7
701,7058,Damaged,2026-07-25,6927.3
702,7065,Damaged,2026-01-09,6479.74
703,7068,Damaged,2026-04-18,11320.05
704,7085,Damaged,2025-11-16,10267.46
705,7088,Damaged,2025-10-14,5226.43
706,7097,Damaged,2026-07-17,2580.47
707,7100,Damaged,2025-10-30,20103.26
708,7105,Damaged,2026-06-27,21818.42
709,7109,Damaged,2026-06-03,6769.04
710,7122,Damaged,2026-02-26,5839.87
711,7123,Damaged,2026-04-06,5641.46
712,7127,Damaged,2025-12-27,15946.28
713,7128,Damaged,2025-11-26,13585.25
714,7143,Damaged,2025-12-20,9287.5
715,7153,Damaged,2026-01-28,18255.52
716,7156,Damaged,2025-12-24,3746.08
717,7162,Damaged,2025-10-15,5456.15
718,7163,Damaged,2025-08-26,21801.57
719,7164,Damaged,2026-04-30,830.0
720,7176,Damaged,2026-04-19,10173.57
721,7178,Damaged,2025-10-18,637.48
722,7182,Damaged,2025-11-27,3774.05
723,7185,Damaged,2026-04-22,3167.42
724,7211,Damaged,2025-08-29,1518.09
725,7212,Damaged,2025-12-24,5027.92
726,7218,Damaged,2025-11-28,9216.75
727,7220,Damaged,2026-03-10,7111.78
728,7231,Damaged,2025-12-18,6915.99
729,7240,Damaged,2026-01-23,17921.72
730,7252,Damaged,2026-03-08,12822.68
731,7259,Damaged,2025-08-29,15229.28
732,7276,Damaged,2025-09-11,10222.06
733,7281,Damaged,2026-03-14,22211.42
734,7290,Damaged,2026-04-14,10688.25
735,7298,Damaged,2025-08-22,19449.11
736,7299,Damaged,2025-11-27,834.5
737,7306,Damaged,2026-06-01,9443.85
738,7314,Damaged,2026-04-03,13557.52
739,7326,Damaged,2026-07-05,22125.89
740,7341,Damaged,2026-08-04,486.63
741,7354,Damaged,2026-01-18,21385.33
742,7366,Damaged,2026-07-21,4180.4
743,7405,Damaged,2025-08-27,7002.07
744,7410,Damaged,2025-10-11,8092.49
745,7412,Damaged,2026-05-11,1359.51
746,7414,Damaged,2025-11-05,1812.77
747,7423,Damaged,2025-11-26,7674.05
748,7442,Damaged,2026-06-04,10839.82
749,7456,Damaged,2025-09-15,10917.06
750,7459,Damaged,2026-02-18,7836.14
751,7465,Damaged,2026-02-22,12222.36
752,7471,Damaged,2026-04-09,30445.08
753,7489,Damaged,2026-07-15,21788.91
754,7499,Damaged,2026-06-27,12576.25
755,7504,Damaged,2026-06-14,14880.82
756,7523,Damaged,2026-07-20,12047.09
757,7539,Damaged,2026-03-28,5658.22
758,7542,Damaged,2025-08-23,3988.74
759,7560,Damaged,2026-07-24,11942.99
760,7563,Damaged,2026-04-11,14581.96
761,7574,Damaged,2026-06-12,16981.28
762,7579,Damaged,2026-07-29,18138.44
763,7598,Damaged,2026-02-09,12556.03
764,7599,Damaged,2026-01-03,11842.0
765,7604,Damaged,2026-03-23,10884.78
766,7613,Damaged,2025-10-02,4427.93
767,7636,Damaged,2026-03-23,25173.17
768,7640,Damaged,2025-10-01,1089.89
769,7642,Damaged,2025-08-12,7620.31
770,7649,Damaged,2026-01-19,29269.04
771,7651,Damaged,2026-03-13,9059.35
772,7675,Damaged,2026-01-26,8592.87
773,7676,Damaged,2026-01-11,6450.22
774,7683,Damaged,2025-09-18,2857.37
775,7689,Damaged,2025-09-03,10465.7
776,7704,Damaged,2026-04-13,23352.28
777,7715,Damaged,2025-08-28,10835.38
778,7736,Damaged,2026-03-23,310.24
779,7740,Damaged,2025-09-06,8606.19
780,7746,Damaged,2025-12-16,2539.12
781,7762,Damaged,2025-12-14,7543.78
782,7775,Damaged,2026-07-20,8504.44
783,7832,Damaged,2026-06-12,2868.49
784,7842,Damaged,2026-05-20,6176.05
785,7844,Damaged,2026-02-27,7303.64
786,7845,Damaged,2026-03-02,12078.85
787,7864,Damaged,2026-06-08,3412.68
788,7872,Damaged,2025-12-21,13300.2
789,7882,Damaged,2026-06-28,6098.46
790,7888,Damaged,2025-09-20,16369.9
791,7890,Damaged,2026-04-01,4245.49
792,7900,Damaged,2025-09-21,11968.83
793,7943,Damaged,2025-11-12,22612.82
794,7946,Damaged,2026-05-27,9710.71
795,7949,Damaged,2026-05-29,16593.75
796,7972,Damaged,2025-10-14,18880.67
797,7979,Damaged,2026-04-15,6571.19
798,7984,Damaged,2025-10-29,17938.22
799,7998,Damaged,2026-01-23,4060.82
800,8009,Damaged,2026-03-20,3154.18
801,8013,Damaged,2025-10-14,17340.87
802,8021,Damaged,2026-06-28,9117.09
803,8022,Damaged,2026-04-08,4384.7
804,8028,Damaged,2025-11-11,3763.9
805,8045,Damaged,2025-09-21,3810.04
806,8052,Damaged,2025-08-08,12229.65
807,8058,Damaged,2025-10-03,13430.72
808,8070,Damaged,2025-10-14,10059.41
809,8092,Damaged,2026-01-17,19597.65
810,8121,Damaged,2025-11-08,2341.52
811,8128,Damaged,2026-01-22,6575.13
812,8138,Damaged,2026-03-09,7696.32
813,8148,Damaged,2025-11-28,1850.68
814,8155,Damaged,2025-11-30,15808.12
815,8160,Damaged,2025-11-18,5923.07
816,8177,Damaged,2026-02-24,21017.09
817,8183,Damaged,2026-07-27,710.1
818,8187,Damaged,2026-06-08,7210.61
819,8209,Damaged,2025-12-19,6990.48
820,8216,Damaged,2026-04-16,13569.44
821,8229,Damaged,2025-11-25,12357.12
822,8230,Damaged,2026-05-03,602.37
823,8235,Damaged,2026-01-15,10172.05
824,8238,Damaged,2025-12-10,7915.66
825,8244,Damaged,2026-06-13,7258.29
826,8250,Damaged,2025-08-31,19278.72
827,8255,Damaged,2026-02-24,5562.94
828,8272,Damaged,2026-01-23,7003.83
829,8275,Damaged,2026-06-16,1351.68
830,8277,Damaged,2025-12-22,4791.39
831,8278,Damaged,2026-03-24,7297.7
832,8284,Damaged,2026-06-17,2788.53
833,8302,Damaged,2026-02-08,2713.27
834,8305,Damaged,2025-12-10,19643.68
835,8331,Damaged,2025-10-12,4411.74
836,8332,Damaged,2025-09-22,18555.79
837,8353,Damaged,2026-08-01,2270.9
838,8354,Damaged,2026-05-31,7599.61
839,8356,Damaged,2026-02-12,12184.58
840,8384,Damaged,2025-11-07,10724.13
841,8387,Damaged,2025-12-31,4356.29
842,8406,Damaged,2025-10-24,984.41
843,8413,Damaged,2026-06-20,10046.01
844,8419,Damaged,2025-10-21,6283.89
845,8421,Damaged,2025-08-16,16378.24
846,8435,Damaged,2025-12-07,849.06
847,8436,Damaged,2026-02-01,3481.41
848,8438,Damaged,2025-09-10,612.1
849,8457,Damaged,2026-05-08,12293.79
850,8465,Damaged,2026-02-09,1362.66
851,8467,Damaged,2025-09-14,10697.97
852,8469,Damaged,2026-01-20,2296.6
853,8478,Damaged,2025-08-21,12838.41
854,8480,Damaged,2026-03-01,5444.33
855,8487,Damaged,2026-02-08,7461.12
856,8494,Damaged,2025-08-20,18898.81
857,8558,Damaged,2025-09-24,22164.58
858,8561,Damaged,2025-10-24,1065.76
859,8576,Damaged,2025-10-04,14182.59
860,8606,Damaged,2026-04-11,11286.83
861,8607,Damaged,2026-03-05,11463.35
862,8613,Damaged,2025-11-10,9789.47
863,8618,Damaged,2026-07-11,9725.85
864,8622,Damaged,2026-07-14,7533.74
865,8625,Damaged,2025-10-28,6998.53
866,8626,Damaged,2025-08-19,3577.69
867,8639,Damaged,2025-09-16,24470.05
868,8643,Damaged,2026-05-06,2600.27
869,8647,Damaged,2025-11-17,14169.17
870,8653,Damaged,2026-03-16,7966.36
871,8657,Damaged,2025-09-19,25599.38
872,8686,Damaged,2026-06-29,19414.03
873,8698,Damaged,2025-08-25,905.41
874,8704,Damaged,2025-11-06,13869.23
875,8705,Damaged,2026-01-04,5644.6
876,8710,Damaged,2026-05-23,1333.98
877,8718,Damaged,2025-12-24,7321.72
878,8721,Damaged,2025-09-26,4414.36
879,8744,Damaged,2026-03-03,12904.45
880,8754,Damaged,2025-08-24,9023.74
881,8809,Damaged,2025-10-23,3577.17
882,8812,Damaged,2025-11-04,4391.85
883,8817,Damaged,2025-09-15,23730.41
884,8822,Damaged,2025-12-28,23743.3
885,8840,Damaged,2025-11-01,9270.23
886,8864,Damaged,2025-10-04,22196.33
887,8868,Damaged,2025-11-25,4556.84
888,8871,Damaged,2025-08-11,19411.91
889,8872,Damaged,2025-09-09,24341.5
890,8875,Damaged,2026-07-04,2300.22
891,8878,Damaged,2025-08-11,8654.06
892,8894,Damaged,2026-07-30,11846.99
893,8900,Damaged,2026-04-22,24469.71
894,8901,Damaged,2025-09-07,5976.45
895,8941,Damaged,2025-10-12,587.21
896,8966,Damaged,2026-04-09,16376.74
897,8968,Damaged,2026-06-27,9231.47
898,8971,Damaged,2026-02-11,8818.34
899,8975,Damaged,2026-01-19,4088.66
900,8978,Damaged,2026-02-04,2190.16
901,8982,Damaged,2026-06-21,1804.68
902,9012,Damaged,2025-11-21,8378.05
903,9023,Damaged,2026-04-24,6440.85
904,9025,Damaged,2026-04-04,5400.29
905,9029,Damaged,2025-10-05,19289.78
906,9034,Damaged,2025-12-24,1361.53
907,9048,Damaged,2025-11-09,1834.31
908,9051,Damaged,2025-08-09,1559.79
909,9057,Damaged,2025-08-28,10261.63
910,9066,Damaged,2025-12-15,2333.05
911,9069,Damaged,2026-03-14,3582.39
912,9076,Damaged,2025-08-16,5495.98
913,9090,Damaged,2026-03-13,28168.4
914,9096,Damaged,2025-08-25,17419.54
915,9117,Damaged,2026-04-30,905.21
916,9131,Damaged,2026-03-07,6479.17
917,9138,Damaged,2025-11-30,11555.76
918,9140,Damaged,2025-12-19,25068.89
919,9153,Damaged,2025-08-24,1785.78
920,9194,Damaged,2025-08-17,5029.03
921,9199,Damaged,2026-07-07,4557.85
922,9203,Damaged,2026-06-07,1714.54
923,9206,Damaged,2026-07-05,3350.04
924,9221,Damaged,2026-05-31,9334.08
925,9229,Damaged,2025-09-08,1247.46
926,9234,Damaged,2026-07-12,2511.91
927,9235,Damaged,2026-03-10,21623.88
928,9243,Damaged,2026-07-23,3944.7
929,9244,Damaged,2026-03-02,17504.77
930,9261,Damaged,2026-07-03,21629.69
931,9288,Damaged,2026-04-14,10381.25
932,9299,Damaged,2026-07-30,5119.61
933,9301,Damaged,2025-08-09,15804.78
934,9308,Damaged,2026-04-17,4704.25
935,9338,Damaged,2026-03-11,3592.49
936,9339,Damaged,2026-05-13,10391.99
937,9356,Damaged,2026-07-11,1914.68
938,9357,Damaged,2026-05-29,3817.25
939,9367,Damaged,2026-05-24,4554.64
940,9374,Damaged,2026-05-02,10393.88
941,9391,Damaged,2026-07-10,2282.87
942,9410,Damaged,2026-03-02,2605.29
943,9432,Damaged,2025-11-25,318.68
944,9437,Damaged,2026-03-25,4076.4
945,9444,Damaged,2025-08-21,2592.37
946,9446,Damaged,2026-02-09,1498.78
947,9459,Damaged,2026-01-10,20610.31
948,9467,Damaged,2026-03-15,25678.13
949,9468,Damaged,2025-08-25,12791.44
950,9481,Damaged,2025-08-27,5540.2
951,9502,Damaged,2025-12-29,4718.05
952,9504,Damaged,2025-09-08,21127.9
953,9516,Damaged,2026-05-29,31656.63
954,9522,Damaged,2025-11-20,5673.83
955,9528,Damaged,2025-08-18,2949.25
956,9531,Damaged,2026-04-05,21830.37
957,9570,Damaged,2026-04-19,2170.21
958,9573,Damaged,2026-02-25,1776.54
959,9582,Damaged,2025-08-22,13428.23
960,9602,Damaged,2025-12-10,11070.94
961,9607,Damaged,2026-04-21,4322.11
962,9616,Damaged,2026-05-28,556.7
963,9621,Damaged,2025-08-21,11051.07
964,9625,Damaged,2026-04-20,13898.56
965,9632,Damaged,2025-11-05,13210.23
966,9638,Damaged,2026-04-06,15072.0
967,9646,Damaged,2025-11-12,655.72
968,9648,Damaged,2026-06-12,13433.16
969,9650,Damaged,2026-04-19,12902.06
970,9662,Damaged,2026-03-27,9448.21
971,9705,Damaged,2025-12-20,4949.1
972,9710,Damaged,2025-12-28,4350.54
973,9735,Damaged,2025-09-30,4722.58
974,9739,Damaged,2026-02-07,6103.79
975,9740,Damaged,2026-06-09,11054.7
976,9742,Damaged,2026-03-04,12363.39
977,9771,Damaged,2026-02-06,12301.95
978,9775,Damaged,2025-10-29,1943.39
979,9778,Damaged,2026-06-28,12838.83
980,9781,Damaged,2026-01-26,7795.94
981,9782,Damaged,2025-10-01,8777.17
982,9783,Damaged,2026-02-02,12926.16
983,9787,Damaged,2025-10-01,995.59
984,9800,Damaged,2026-06-25,5509.64
985,9828,Damaged,2026-01-31,2721.25
986,9838,Damaged,2025-11-21,4782.37
987,9841,Damaged,2026-03-20,6888.6
988,9846,Damaged,2026-03-23,6013.06
989,9853,Damaged,2025-11-11,6935.6
990,9874,Damaged,2025-11-07,13654.04
991,9888,Damaged,2026-05-26,12535.74
992,9906,Damaged,2025-09-05,1475.31
993,9915,Damaged,2026-04-25,18341.9
994,9925,Damaged,2025-09-25,15221.48
995,9952,Damaged,2026-04-25,5297.84
996,9966,Damaged,2025-08-17,24475.68
997,9982,Damaged,2025-12-19,8196.91
998,9986,Damaged,2026-03-02,1435.41
999,9989,Damaged,2026-04-20,13897.9
1000,10001,Damaged,2025-09-23,21820.7
