payment_id,payment_method,payment_status
1271,UPI,Paid
1272,COD,Paid
1273,COD,Paid
1274,Credit Card,Paid
1275,Credit Card,Paid
1276,Debit Card,Paid
1277,Credit Card,Paid
1278,COD,Paid
1279,UPI,Paid
1280,UPI,Paid
1281,COD,Paid
1282,COD,Paid
1283,Credit Card,Paid
1284,COD,Paid
1285,Credit Card,Paid
1286,COD,Paid
1287,COD,Paid
1288,UPI,Paid
1289,Credit Card,Paid
1290,Credit Card,Paid
1291,Wallet,Paid
1292,UPI,Paid
1293,UPI,Paid
1294,Wallet,Paid
1295,Debit Card,Paid
1296,Wallet,Paid
1297,Credit Card,Paid
1298,Debit Card,Paid
1299,UPI,Paid
1300,COD,Paid
1301,Debit Card,Paid
1302,UPI,Paid
1303,COD,Paid
1304,Wallet,Paid
1305,COD,Paid
1306,COD,Paid
1307,Debit Card,Paid
1308,Credit Card,Paid
1309,UPI,Paid
1310,UPI,Paid
1311,UPI,Paid
1312,UPI,Paid
1313,COD,Paid
1314,Debit Card,Paid
1315,Wallet,Paid
1316,COD,Paid
1317,COD,Paid
1318,Credit Card,Paid
1319,Debit Card,Paid
1320,COD,Paid
1321,COD,Paid
1322,Debit Card,Paid
1323,Debit Card,Paid
1324,Wallet,Paid
1325,COD,Paid
1326,COD,Paid
1327,Debit Card,Paid
1328,Wallet,Paid
1329,COD,Paid
1330,Wallet,Paid
1331,UPI,Paid
1332,UPI,Paid
1333,Debit Card,Paid
1334,Credit Card,Paid
1335,Debit Card,Paid
1336,Credit Card,Paid
1337,Wallet,Paid
1338,Debit Card,Paid
1339,Debit Card,Paid
1340,UPI,Paid
1341,UPI,Paid
1342,Debit Card,Paid
1343,Debit Card,Paid
1344,Debit Card,Paid
1345,COD,Paid
1346,Wallet,Paid
1347,Wallet,Paid
1348,Debit Card,Paid
1349,Debit Card,Paid
1350,UPI,Paid
1351,Wallet,Paid
1352,COD,Paid
1353,Credit Card,Paid
1354,UPI,Paid
1355,UPI,Paid
1356,Debit Card,Paid
1357,Credit Card,Paid
1358,Wallet,Paid
1359,COD,Paid
1360,UPI,Paid
1361,Wallet,Paid
1362,UPI,Paid
1363,COD,Paid
1364,COD,Paid
1365,COD,Paid
1366,Debit Card,Paid
1367,UPI,Paid
1368,Debit Card,Paid
1369,Wallet,Paid
1370,COD,Paid
1371,Credit Card,Paid
1372,UPI,Paid
1373,Debit Card,Paid
1374,UPI,Paid
1375,Wallet,Paid
1376,UPI,Paid
1377,Credit Card,Paid
1378,COD,Paid
1379,Credit Card,Paid
1380,Wallet,Paid
1381,Credit Card,Paid
1382,Credit Card,Paid
1383,COD,Paid
1384,COD,Paid
1385,Credit Card,Paid
1386,Wallet,Paid
1387,Wallet,Paid
1388,Debit Card,Paid
1389,Wallet,Paid
1390,UPI,Paid
1391,UPI,Paid
1392,UPI,Paid
1393,COD,Paid
1394,Credit Card,Paid
1395,Wallet,Paid
1396,COD,Paid
1397,Wallet,Paid
1398,Debit Card,Paid
1399,UPI,Paid
1400,Wallet,Paid
1401,Debit Card,Paid
1402,Credit Card,Paid
1403,UPI,Paid
1404,Credit Card,Paid
1405,COD,Paid
1406,Debit Card,Paid
1407,COD,Paid
1408,COD,Paid
1409,UPI,Paid
1410,Credit Card,Paid
1411,Wallet,Paid
1412,COD,Paid
1413,UPI,Paid
1414,Debit Card,Paid
1415,Debit Card,Paid
1416,COD,Paid
1417,UPI,Paid
1418,Debit Card,Paid
1419,Debit Card,Paid
1420,UPI,Paid
1421,Debit Card,Paid
1422,Credit Card,Paid
1423,Credit Card,Paid
1424,Wallet,Paid
1425,Debit Card,Paid
1426,Debit Card,Paid
1427,Credit Card,Paid
1428,UPI,Paid
1429,UPI,Paid
1430,Debit Card,Paid
1431,Credit Card,Paid
1432,Wallet,Paid
1433,Debit Card,Paid
1434,UPI,Paid
1435,Credit Card,Paid
1436,COD,Paid
1437,Wallet,Paid
1438,COD,Paid
1439,COD,Paid
1440,COD,Paid
1441,Credit Card,Paid
1442,UPI,Paid
1443,UPI,Paid
1444,UPI,Paid
1445,UPI,Paid
1446,Credit Card,Paid
1447,UPI,Paid
1448,Credit Card,Paid
1449,Debit Card,Paid
1450,COD,Paid
1451,UPI,Paid
1452,UPI,Paid
1453,UPI,Paid
1454,Credit Card,Paid
1455,Debit Card,Paid
1456,COD,Paid
1457,Debit Card,Paid
1458,Wallet,Paid
1459,Credit Card,Paid
1460,COD,Paid
1461,COD,Paid
1462,Debit Card,Paid
1463,Debit Card,Paid
1464,Debit Card,Paid
1465,Wallet,Paid
1466,Credit Card,Paid
1467,Credit Card,Paid
1468,Debit Card,Paid
1469,Wallet,Paid
1470,COD,Paid
1471,Debit Card,Paid
1472,Credit Card,Paid
1473,UPI,Paid
1474,COD,Paid
1475,Debit Card,Paid
1476,Debit Card,Paid
1477,COD,Paid
1478,Debit Card,Paid
1479,COD,Paid
1480,Wallet,Paid
1481,COD,Paid
1482,COD,Paid
1483,Wallet,Paid
1484,Wallet,Paid
1485,UPI,Paid
1486,Debit Card,Paid
1487,Wallet,Paid
1488,Wallet,Paid
1489,Wallet,Paid
1490,Credit Card,Paid
1491,Wallet,Paid
1492,Wallet,Paid
1493,COD,Paid
1494,UPI,Paid
1495,Credit Card,Paid
1496,Wallet,Paid
1497,Credit Card,Paid
1498,Wallet,Paid
1499,UPI,Paid
1500,COD,Paid
1501,COD,Paid
1502,Wallet,Paid
1503,Wallet,Paid
1504,COD,Paid
1505,Wallet,Paid
1506,Credit Card,Paid
1507,Credit Card,Paid
1508,COD,Paid
1509,Wallet,Paid
1510,Wallet,Paid
1511,UPI,Paid
1512,COD,Paid
1513,Credit Card,Paid
1514,COD,Paid
1515,UPI,Paid
1516,UPI,Paid
1517,Wallet,Paid
1518,Debit Card,Paid
1519,Wallet,Paid
1520,UPI,Paid
1521,COD,Paid
1522,Wallet,Paid
1523,COD,Paid
1524,Wallet,Paid
1525,COD,Paid
1526,Debit Card,Paid
1527,Wallet,Paid
1528,Debit Card,Paid
1529,Credit Card,Paid
1530,Wallet,Paid
1531,Wallet,Paid
1532,UPI,Paid
1533,UPI,Paid
1534,UPI,Paid
1535,Wallet,Paid
1536,COD,Paid
1537,UPI,Paid
1538,Debit Card,Paid
1539,Credit Card,Paid
1540,Credit Card,Paid
1541,UPI,Paid
1542,COD,Paid
1543,Wallet,Paid
1544,UPI,Paid
1545,Credit Card,Paid
1546,Credit Card,Paid
1547,Credit Card,Paid
1548,Credit Card,Paid
1549,UPI,Paid
1550,COD,Paid
1551,Debit Card,Paid
1552,Debit Card,Paid
1553,COD,Paid
1554,Credit Card,Paid
1555,Credit Card,Paid
1556,COD,Paid
1557,UPI,Paid
1558,UPI,Paid
1559,COD,Paid
1560,COD,Paid
1561,UPI,Paid
1562,Debit Card,Paid
1563,Wallet,Paid
1564,Wallet,Paid
1565,Wallet,Paid
1566,Credit Card,Paid
1567,Debit Card,Paid
1568,COD,Paid
1569,Debit Card,Paid
1570,Debit Card,Paid
1571,COD,Paid
1572,Wallet,Paid
1573,UPI,Paid
1574,Debit Card,Paid
1575,Credit Card,Paid
1576,UPI,Paid
1577,Credit Card,Paid
1578,Debit Card,Paid
1579,UPI,Paid
1580,Credit Card,Paid
1581,COD,Paid
1582,Debit Card,Paid
1583,Debit Card,Paid
1584,UPI,Paid
1585,Credit Card,Paid
1586,Wallet,Paid
1587,UPI,Paid
1588,Wallet,Paid
1589,Wallet,Paid
1590,Wallet,Paid
1591,Debit Card,Paid
1592,UPI,Paid
1593,Debit Card,Paid
1594,Wallet,Paid
1595,Credit Card,Paid
1596,Credit Card,Paid
1597,UPI,Paid
1598,Wallet,Paid
1599,Credit Card,Paid
1600,COD,Paid
1601,UPI,Paid
1602,Wallet,Paid
1603,Wallet,Paid
1604,Debit Card,Paid
1605,Debit Card,Paid
1606,COD,Paid
1607,Wallet,Paid
1608,Wallet,Paid
1609,Credit Card,Paid
1610,COD,Paid
1611,COD,Paid
1612,Credit Card,Paid
1613,Debit Card,Paid
1614,Credit Card,Paid
1615,Credit Card,Paid
1616,UPI,Paid
1617,Wallet,Paid
1618,UPI,Paid
1619,UPI,Paid
1620,COD,Paid
1621,UPI,Paid
1622,UPI,Paid
1623,UPI,Paid
1624,Debit Card,Paid
1625,Debit Card,Paid
1626,Wallet,Paid
1627,UPI,Paid
1628,Credit Card,Paid
1629,Credit Card,Paid
1630,UPI,Paid
1631,COD,Paid
1632,Debit Card,Paid
1633,COD,Paid
1634,Debit Card,Paid
1635,Wallet,Paid
1636,Debit Card,Paid
1637,COD,Paid
1638,UPI,Paid
1639,COD,Paid
1640,Debit Card,Paid
1641,Debit Card,Paid
1642,COD,Paid
1643,COD,Paid
1644,COD,Paid
1645,UPI,Paid
1646,UPI,Paid
1647,Debit Card,Paid
1648,Debit Card,Paid
1649,COD,Paid
1650,COD,Paid
1651,UPI,Paid
1652,COD,Paid
1653,Credit Card,Paid
1654,COD,Paid
1655,UPI,Paid
1656,Wallet,Paid
1657,COD,Paid
1658,UPI,Paid
1659,Debit Card,Paid
1660,UPI,Paid
1661,Wallet,Paid
1662,COD,Paid
1663,UPI,Paid
1664,Wallet,Paid
1665,UPI,Paid
1666,COD,Paid
1667,Wallet,Paid
1668,Debit Card,Paid
1669,UPI,Paid
1670,Credit Card,Paid
1671,Credit Card,Paid
1672,UPI,Paid
1673,UPI,Paid
1674,UPI,Paid
1675,Wallet,Paid
1676,Debit Card,Paid
1677,Debit Card,Paid
1678,Credit Card,Paid
1679,Debit Card,Paid
1680,Debit Card,Paid
1681,COD,Paid
1682,Debit Card,Paid
1683,Debit Card,Paid
1684,UPI,Paid
1685,Credit Card,Paid
1686,Debit Card,Paid
1687,Credit Card,Paid
1688,Debit Card,Paid
1689,Wallet,Paid
1690,Wallet,Paid
1691,UPI,Paid
1692,Credit Card,Paid
1693,Debit Card,Paid
1694,COD,Paid
1695,UPI,Paid
1696,COD,Paid
1697,Wallet,Paid
1698,COD,Paid
1699,Debit Card,Paid
1700,Debit Card,Paid
1701,Wallet,Paid
1702,UPI,Paid
1703,UPI,Paid
1704,Debit Card,Paid
1705,Debit Card,Paid
1706,Debit Card,Paid
1707,COD,Paid
1708,Wallet,Paid
1709,Credit Card,Paid
1710,UPI,Paid
1711,Wallet,Paid
1712,Debit Card,Paid
1713,COD,Paid
1714,Wallet,Paid
1715,UPI,Paid
1716,UPI,Paid
1717,COD,Paid
1718,UPI,Paid
1719,UPI,Paid
1720,COD,Paid
1721,Credit Card,Paid
1722,Debit Card,Paid
1723,COD,Paid
1724,Debit Card,Paid
1725,Debit Card,Paid
1726,Wallet,Paid
1727,COD,Paid
1728,Debit Card,Paid
1729,Debit Card,Paid
1730,Debit Card,Paid
1731,COD,Paid
1732,Wallet,Paid
1733,UPI,Paid
1734,UPI,Paid
1735,Wallet,Paid
1736,COD,Paid
1737,Credit Card,Paid
1738,COD,Paid
1739,Wallet,Paid
1740,Wallet,Paid
1741,Debit Card,Paid
1742,Debit Card,Paid
1743,Credit Card,Paid
1744,UPI,Paid
1745,UPI,Paid
1746,Credit Card,Paid
1747,Debit Card,Paid
1748,COD,Paid
1749,UPI,Paid
1750,Credit Card,Paid
1751,COD,Paid
1752,Wallet,Paid
1753,Debit Card,Paid
1754,Wallet,Paid
1755,Credit Card,Paid
1756,COD,Paid
1757,COD,Paid
1758,COD,Paid
1759,COD,Paid
1760,Debit Card,Paid
1761,Credit Card,Paid
1762,COD,Paid
1763,UPI,Paid
1764,COD,Paid
1765,COD,Paid
1766,Debit Card,Paid
1767,Wallet,Paid
1768,UPI,Paid
1769,Wallet,Paid
1770,Debit Card,Paid
1771,COD,Paid
1772,UPI,Paid
1773,Wallet,Paid
1774,UPI,Paid
1775,Debit Card,Paid
1776,Wallet,Paid
1777,Debit Card,Paid
1778,UPI,Paid
1779,Credit Card,Paid
1780,Credit Card,Paid
1781,Wallet,Paid
1782,Credit Card,Paid
1783,UPI,Paid
1784,Debit Card,Paid
1785,COD,Paid
1786,Debit Card,Paid
1787,Debit Card,Paid
1788,Wallet,Paid
1789,COD,Paid
1790,Debit Card,Paid
1791,COD,Paid
1792,UPI,Paid
1793,UPI,Paid
1794,Debit Card,Paid
1795,Wallet,Paid
1796,UPI,Paid
1797,Wallet,Paid
1798,Credit Card,Paid
1799,Credit Card,Paid
1800,COD,Paid
1801,UPI,Paid
1802,COD,Paid
1803,Credit Card,Paid
1804,Debit Card,Paid
1805,COD,Paid
1806,Wallet,Paid
1807,Wallet,Paid
1808,Credit Card,Paid
1809,Wallet,Paid
1810,Credit Card,Paid
1811,Debit Card,Paid
1812,COD,Paid
1813,COD,Paid
1814,Credit Card,Paid
1815,UPI,Paid
1816,COD,Paid
1817,UPI,Paid
1818,Wallet,Paid
1819,Debit Card,Paid
1820,Debit Card,Paid
1821,UPI,Paid
1822,Credit Card,Paid
1823,Debit Card,Paid
1824,Credit Card,Paid
1825,Debit Card,Paid
1826,Credit Card,Paid
1827,Debit Card,Paid
1828,COD,Paid
1829,Wallet,Paid
1830,Wallet,Paid
1831,Credit Card,Paid
1832,Debit Card,Paid
1833,COD,Paid
1834,UPI,Paid
1835,Credit Card,Paid
1836,COD,Paid
1837,Debit Card,Paid
1838,UPI,Paid
1839,Wallet,Paid
1840,Credit Card,Paid
1841,Wallet,Paid
1842,UPI,Paid
1843,Credit Card,Paid
1844,UPI,Paid
1845,COD,Paid
1846,Wallet,Paid
1847,Wallet,Paid
1848,Credit Card,Paid
1849,COD,Paid
1850,Debit Card,Paid
1851,Debit Card,Paid
1852,Wallet,Paid
1853,Credit Card,Paid
1854,COD,Paid
1855,Debit Card,Paid
1856,Wallet,Paid
1857,Credit Card,Paid
1858,COD,Paid
1859,Credit Card,Paid
1860,Credit Card,Paid
1861,Wallet,Paid
1862,Debit Card,Paid
1863,Debit Card,Paid
1864,COD,Paid
1865,COD,Paid
1866,UPI,Paid
1867,Debit Card,Paid
1868,Debit Card,Paid
1869,COD,Paid
1870,Debit Card,Paid
1871,COD,Paid
1872,COD,Paid
1873,Debit Card,Paid
1874,COD,Paid
1875,COD,Paid
1876,Wallet,Paid
1877,Wallet,Paid
1878,UPI,Paid
1879,Credit Card,Paid
1880,Debit Card,Paid
1881,UPI,Paid
1882,COD,Paid
1883,COD,Paid
1884,Debit Card,Paid
1885,UPI,Paid
1886,COD,Paid
1887,COD,Paid
1888,Debit Card,Paid
1889,COD,Paid
1890,COD,Paid
1891,Credit Card,Paid
1892,Credit Card,Paid
1893,Credit Card,Paid
1894,Wallet,Paid
1895,UPI,Paid
1896,Credit Card,Paid
1897,Credit Card,Paid
1898,COD,Paid
1899,COD,Paid
1900,COD,Paid
1901,Wallet,Paid
1902,UPI,Paid
1903,Credit Card,Paid
1904,UPI,Paid
1905,COD,Paid
1906,Debit Card,Paid
1907,UPI,Paid
1908,Debit Card,Paid
1909,UPI,Paid
1910,UPI,Paid
1911,COD,Paid
1912,Wallet,Paid
1913,Credit Card,Paid
1914,Debit Card,Paid
1915,Debit Card,Paid
1916,Credit Card,Paid
1917,Wallet,Paid
1918,Credit Card,Paid
1919,COD,Paid
1920,Wallet,Paid
1921,Debit Card,Paid
1922,UPI,Paid
1923,Wallet,Paid
1924,UPI,Paid
1925,Debit Card,Paid
1926,COD,Paid
1927,Debit Card,Paid
1928,Credit Card,Paid
1929,Credit Card,Paid
1930,COD,Paid
1931,Wallet,Paid
1932,Debit Card,Paid
1933,Wallet,Paid
1934,COD,Paid
1935,Debit Card,Paid
1936,COD,Paid
1937,COD,Paid
1938,Debit Card,Paid
1939,UPI,Paid
1940,Wallet,Paid
1941,Credit Card,Paid
1942,Debit Card,Paid
1943,UPI,Paid
1944,Wallet,Paid
1945,COD,Paid
1946,Debit Card,Paid
1947,Wallet,Paid
1948,COD,Paid
1949,Credit Card,Paid
1950,Credit Card,Paid
1951,Debit Card,Paid
1952,Wallet,Paid
1953,Debit Card,Paid
1954,Wallet,Paid
1955,Debit Card,Paid
1956,Debit Card,Paid
1957,Debit Card,Paid
1958,COD,Paid
1959,Wallet,Paid
1960,COD,Paid
1961,Debit Card,Paid
1962,Debit Card,Paid
1963,COD,Paid
1964,Debit Card,Paid
1965,COD,Paid
1966,UPI,Paid
1967,UPI,Paid
1968,Wallet,Paid
1969,UPI,Paid
1970,Debit Card,Paid
1971,COD,Paid
1972,Credit Card,Paid
1973,Debit Card,Paid
1974,Debit Card,Paid
1975,Wallet,Paid
1976,UPI,Paid
1977,Credit Card,Paid
1978,COD,Paid
1979,Credit Card,Paid
1980,Wallet,Paid
1981,UPI,Paid
1982,COD,Paid
1983,COD,Paid
1984,Debit Card,Paid
1985,UPI,Paid
1986,Credit Card,Paid
1987,Credit Card,Paid
1988,UPI,Paid
1989,Wallet,Paid
1990,Wallet,Paid
1991,Debit Card,Paid
1992,Credit Card,Paid
1993,Debit Card,Paid
1994,COD,Paid
1995,Wallet,Paid
1996,Wallet,Paid
1997,COD,Paid
1998,Wallet,Paid
1999,Credit Card,Paid
2000,Wallet,Paid
2001,Credit Card,Paid
2002,Debit Card,Paid
2003,Wallet,Paid
2004,Debit Card,Paid
2005,Wallet,Paid
2006,Credit Card,Paid
2007,Debit Card,Paid
2008,COD,Paid
2009,Debit Card,Paid
2010,COD,Paid
2011,COD,Paid
2012,UPI,Paid
2013,UPI,Paid
2014,UPI,Paid
2015,COD,Paid
2016,Credit Card,Paid
2017,Debit Card,Paid
2018,COD,Paid
2019,UPI,Paid
2020,Debit Card,Paid
2021,Wallet,Paid
2022,COD,Paid
2023,Debit Card,Paid
2024,COD,Paid
2025,Wallet,Paid
2026,Wallet,Paid
2027,Credit Card,Paid
2028,COD,Paid
2029,COD,Paid
2030,Debit Card,Paid
2031,UPI,Paid
2032,Wallet,Paid
2033,Wallet,Paid
2034,Debit Card,Paid
2035,Wallet,Paid
2036,COD,Paid
2037,Credit Card,Paid
2038,COD,Paid
2039,Credit Card,Paid
2040,Debit Card,Paid
2041,Credit Card,Paid
2042,Debit Card,Paid
2043,COD,Paid
2044,Credit Card,Paid
2045,COD,Paid
2046,Credit Card,Paid
2047,COD,Paid
2048,Debit Card,Paid
2049,Wallet,Paid
2050,Credit Card,Paid
2051,UPI,Paid
2052,UPI,Paid
2053,UPI,Paid
2054,Credit Card,Paid
2055,Credit Card,Paid
2056,Credit Card,Paid
2057,Credit Card,Paid
2058,Debit Card,Paid
2059,Credit Card,Paid
2060,UPI,Paid
2061,Debit Card,Paid
2062,Wallet,Paid
2063,Credit Card,Paid
2064,Wallet,Paid
2065,UPI,Paid
2066,COD,Paid
2067,COD,Paid
2068,Debit Card,Paid
2069,Debit Card,Paid
2070,Credit Card,Paid
2071,UPI,Paid
2072,COD,Paid
2073,Debit Card,Paid
2074,COD,Paid
2075,Debit Card,Paid
2076,Credit Card,Paid
2077,COD,Paid
2078,COD,Paid
2079,Wallet,Paid
2080,Wallet,Paid
2081,COD,Paid
2082,Credit Card,Paid
2083,Credit Card,Paid
2084,Credit Card,Paid
2085,UPI,Paid
2086,UPI,Paid
2087,Credit Card,Paid
2088,Debit Card,Paid
2089,Credit Card,Paid
2090,Credit Card,Paid
2091,Wallet,Paid
2092,Credit Card,Paid
2093,UPI,Paid
2094,Credit Card,Paid
2095,Credit Card,Paid
2096,Debit Card,Paid
2097,Credit Card,Paid
2098,Credit Card,Paid
2099,COD,Paid
2100,Debit Card,Paid
2101,Credit Card,Paid
2102,COD,Paid
2103,COD,Paid
2104,Wallet,Paid
2105,COD,Paid
2106,Debit Card,Paid
2107,COD,Paid
2108,Debit Card,Paid
2109,UPI,Paid
2110,UPI,Paid
2111,Credit Card,Paid
2112,Credit Card,Paid
2113,Debit Card,Paid
2114,COD,Paid
2115,Credit Card,Paid
2116,UPI,Paid
2117,UPI,Paid
2118,Credit Card,Paid
2119,Wallet,Paid
2120,UPI,Paid
2121,Wallet,Paid
2122,UPI,Paid
2123,Credit Card,Paid
2124,Debit Card,Paid
2125,Credit Card,Paid
2126,Credit Card,Paid
2127,UPI,Paid
2128,COD,Paid
2129,Debit Card,Paid
2130,Debit Card,Paid
2131,Debit Card,Paid
2132,Credit Card,Paid
2133,COD,Paid
2134,COD,Paid
2135,COD,Paid
2136,COD,Paid
2137,Credit Card,Paid
2138,COD,Paid
2139,UPI,Paid
2140,Wallet,Paid
2141,COD,Paid
2142,UPI,Paid
2143,COD,Paid
2144,COD,Paid
2145,Debit Card,Paid
2146,COD,Paid
2147,Debit Card,Paid
2148,COD,Paid
2149,Credit Card,Paid
2150,Debit Card,Paid
2151,Debit Card,Paid
2152,Wallet,Paid
2153,COD,Paid
2154,Credit Card,Paid
2155,COD,Paid
2156,Credit Card,Paid
2157,UPI,Paid
2158,Debit Card,Paid
2159,Debit Card,Paid
2160,Credit Card,Paid
2161,Credit Card,Paid
2162,COD,Paid
2163,Debit Card,Paid
2164,COD,Paid
2165,Wallet,Paid
2166,Debit Card,Paid
2167,Credit Card,Paid
2168,Debit Card,Paid
2169,COD,Paid
2170,COD,Paid
2171,Debit Card,Paid
2172,Credit Card,Paid
2173,UPI,Paid
2174,Debit Card,Paid
2175,UPI,Paid
2176,COD,Paid
2177,UPI,Paid
2178,Wallet,Paid
2179,UPI,Paid
2180,Wallet,Paid
2181,COD,Paid
2182,COD,Paid
2183,UPI,Paid
2184,UPI,Paid
2185,COD,Paid
2186,Wallet,Paid
2187,Credit Card,Paid
2188,Debit Card,Paid
2189,COD,Paid
2190,UPI,Paid
2191,Wallet,Paid
2192,UPI,Paid
2193,Debit Card,Paid
2194,Credit Card,Paid
2195,Wallet,Paid
2196,Debit Card,Paid
2197,UPI,Paid
2198,UPI,Paid
2199,Credit Card,Paid
2200,Credit Card,Paid
2201,UPI,Paid
2202,Debit Card,Paid
2203,UPI,Paid
2204,Credit Card,Paid
2205,Wallet,Paid
2206,COD,Paid
2207,COD,Paid
2208,UPI,Paid
2209,Credit Card,Paid
2210,Credit Card,Paid
2211,COD,Paid
2212,UPI,Paid
2213,COD,Paid
2214,Debit Card,Paid
2215,Debit Card,Paid
2216,Debit Card,Paid
2217,COD,Paid
2218,Credit Card,Paid
2219,Wallet,Paid
2220,Credit Card,Paid
2221,Wallet,Paid
2222,COD,Paid
2223,Debit Card,Paid
2224,Debit Card,Paid
2225,Debit Card,Paid
2226,Debit Card,Paid
2227,COD,Paid
2228,Wallet,Paid
2229,Debit Card,Paid
2230,Wallet,Paid
2231,Debit Card,Paid
2232,UPI,Paid
2233,Debit Card,Paid
2234,Debit Card,Paid
2235,COD,Paid
2236,Debit Card,Paid
2237,COD,Paid
2238,Wallet,Paid
2239,COD,Paid
2240,UPI,Paid
2241,Debit Card,Paid
2242,Wallet,Paid
2243,Credit Card,Paid
2244,Wallet,Paid
2245,COD,Paid
2246,Wallet,Paid
2247,Credit Card,Paid
2248,Credit Card,Paid
2249,UPI,Paid
2250,Credit Card,Paid
2251,COD,Paid
2252,Wallet,Paid
2253,COD,Paid
2254,UPI,Paid
2255,UPI,Paid
2256,Credit Card,Paid
2257,Wallet,Paid
2258,Debit Card,Paid
2259,Credit Card,Paid
2260,Credit Card,Paid
2261,COD,Paid
2262,UPI,Paid
2263,Credit Card,Paid
2264,Credit Card,Paid
2265,Credit Card,Paid
2266,Wallet,Paid
2267,Wallet,Paid
2268,Debit Card,Paid
2269,COD,Paid
2270,Debit Card,Paid
2271,Credit Card,Paid
2272,Wallet,Paid
2273,UPI,Paid
2274,Credit Card,Paid
2275,COD,Paid
2276,COD,Paid
2277,Wallet,Paid
2278,COD,Paid
2279,Debit Card,Paid
2280,Credit Card,Paid
2281,Debit Card,Paid
2282,COD,Paid
2283,Debit Card,Paid
2284,Wallet,Paid
2285,Debit Card,Paid
2286,COD,Paid
2287,Debit Card,Paid
2288,Wallet,Paid
2289,Wallet,Paid
2290,Debit Card,Paid
2291,COD,Paid
2292,COD,Paid
2293,Debit Card,Paid
2294,UPI,Paid
2295,Wallet,Paid
2296,COD,Paid
2297,Debit Card,Paid
2298,Credit Card,Paid
2299,Credit Card,Paid
2300,COD,Paid
2301,Wallet,Paid
2302,COD,Paid
2303,Credit Card,Paid
2304,Debit Card,Paid
2305,UPI,Paid
2306,COD,Paid
2307,Debit Card,Paid
2308,Wallet,Paid
2309,Wallet,Paid
2310,UPI,Paid
2311,Credit Card,Paid
2312,Credit Card,Paid
2313,COD,Paid
2314,UPI,Paid
2315,COD,Paid
2316,Debit Card,Paid
2317,Debit Card,Paid
2318,Wallet,Paid
2319,UPI,Paid
2320,Wallet,Paid
2321,Debit Card,Paid
2322,COD,Paid
2323,Credit Card,Paid
2324,Wallet,Paid
2325,COD,Paid
2326,Credit Card,Paid
2327,Debit Card,Paid
2328,Debit Card,Paid
2329,UPI,Paid
2330,UPI,Paid
2331,UPI,Paid
2332,Wallet,Paid
2333,Credit Card,Paid
2334,UPI,Paid
2335,COD,Paid
2336,COD,Paid
2337,Wallet,Paid
2338,COD,Paid
2339,Debit Card,Paid
2340,Debit Card,Paid
2341,UPI,Paid
2342,Wallet,Paid
2343,UPI,Paid
2344,COD,Paid
2345,COD,Paid
2346,UPI,Paid
2347,COD,Paid
2348,Wallet,Paid
2349,COD,Paid
2350,Wallet,Paid
2351,Wallet,Paid
2352,Wallet,Paid
2353,Wallet,Paid
2354,UPI,Paid
2355,COD,Paid
2356,Credit Card,Paid
2357,Debit Card,Paid
2358,COD,Paid
2359,Debit Card,Paid
2360,Credit Card,Paid
2361,Debit Card,Paid
2362,UPI,Paid
2363,Credit Card,Paid
2364,Debit Card,Paid
2365,Wallet,Paid
2366,Wallet,Paid
2367,UPI,Paid
2368,Wallet,Paid
2369,Wallet,Paid
2370,Wallet,Paid
2371,Credit Card,Paid
2372,COD,Paid
2373,Credit Card,Paid
2374,UPI,Paid
2375,COD,Paid
2376,Credit Card,Paid
2377,COD,Paid
2378,Credit Card,Paid
2379,UPI,Paid
2380,UPI,Paid
2381,Credit Card,Paid
2382,Credit Card,Paid
2383,UPI,Paid
2384,UPI,Paid
2385,Credit Card,Paid
2386,Wallet,Paid
2387,COD,Paid
2388,Wallet,Paid
2389,UPI,Paid
2390,COD,Paid
2391,COD,Paid
2392,Credit Card,Paid
2393,UPI,Paid
2394,COD,Paid
2395,Debit Card,Paid
2396,UPI,Paid
2397,UPI,Paid
2398,UPI,Paid
2399,COD,Paid
2400,Debit Card,Paid
2401,Credit Card,Paid
2402,Debit Card,Paid
2403,Wallet,Paid
2404,COD,Paid
2405,Wallet,Paid
2406,Wallet,Paid
2407,Wallet,Paid
2408,UPI,Paid
2409,Debit Card,Paid
2410,COD,Paid
2411,Credit Card,Paid
2412,UPI,Paid
2413,Wallet,Paid
2414,Credit Card,Paid
2415,UPI,Paid
2416,Debit Card,Paid
2417,Wallet,Paid
2418,COD,Paid
2419,Credit Card,Paid
2420,Credit Card,Paid
2421,Debit Card,Paid
2422,COD,Paid
2423,Debit Card,Paid
2424,UPI,Paid
2425,Debit Card,Paid
2426,Wallet,Paid
2427,Wallet,Paid
2428,Debit Card,Paid
2429,Debit Card,Paid
2430,Debit Card,Paid
2431,Debit Card,Paid
2432,COD,Paid
2433,Wallet,Paid
2434,COD,Paid
2435,Debit Card,Paid
2436,UPI,Paid
2437,Debit Card,Paid
2438,COD,Paid
2439,Wallet,Paid
2440,Wallet,Paid
2441,Debit Card,Paid
2442,UPI,Paid
2443,COD,Paid
2444,UPI,Paid
2445,Debit Card,Paid
2446,Credit Card,Paid
2447,UPI,Paid
2448,Wallet,Paid
2449,Debit Card,Paid
2450,Debit Card,Paid
2451,COD,Paid
2452,Credit Card,Paid
2453,COD,Paid
2454,UPI,Paid
2455,Credit Card,Paid
2456,Credit Card,Paid
2457,Wallet,Paid
2458,UPI,Paid
2459,Wallet,Paid
