order_item_id,order_id,product_id,quantity,unit_price,discount,sales,profit
2410,1207,47,2,5349.54,8.2,10690.88,2698.88
2411,1208,31,1,5674.17,5.27,5668.9,1264.9
2412,1209,143,4,1084.42,8.99,4328.69,1288.69
2413,1209,38,4,5028.62,6.55,20107.93,6779.93
2414,1210,141,1,3818.5,11.06,3807.44,456.44
2415,1211,31,2,5674.17,16.99,11331.35,2523.35
2416,1211,160,3,2514.92,18.24,7526.52,1622.52
2417,1211,148,1,2839.22,12.49,2826.73,995.73
2418,1212,136,3,3836.46,2.0,11507.38,1100.38
2419,1212,174,3,1465.47,17.51,4378.9,493.9
2420,1212,183,2,3649.52,1.23,7297.81,2323.81
2421,1213,117,4,2834.64,4.06,11334.5,3094.5
2422,1214,145,4,792.87,19.42,3152.06,916.06
2423,1214,32,4,5678.29,15.03,22698.13,4830.13
2424,1215,141,1,3818.5,5.42,3813.08,462.08
2425,1215,2,1,3361.74,14.93,3346.81,356.81
2426,1216,95,4,3093.45,0.9,12372.9,3956.9
2427,1216,32,1,5678.29,14.53,5663.76,1196.76
2428,1217,114,4,4077.29,3.18,16305.98,5973.98
2429,1218,42,2,2717.08,14.66,5419.5,769.5
2430,1218,85,3,4281.36,3.08,12841.0,3142.0
2431,1218,191,3,933.8,5.17,2796.23,681.23
2432,1219,148,2,2839.22,17.92,5660.52,1998.52
2433,1219,165,4,3471.22,13.79,13871.09,3371.09
2434,1220,162,3,3776.05,19.84,11308.31,3751.31
2435,1220,94,4,5544.85,16.73,22162.67,2302.67
2436,1221,187,2,504.48,19.09,989.87,349.87
2437,1221,18,1,6294.01,16.79,6277.22,1314.22
2438,1221,151,2,2964.55,7.09,5922.01,570.01
2439,1222,111,4,2962.45,9.19,11840.61,2644.61
2440,1223,183,4,3649.52,0.04,14598.04,4650.04
2441,1224,75,2,4256.43,14.01,8498.85,2924.85
2442,1224,41,3,2657.03,7.54,7963.55,2698.55
2443,1225,76,1,2598.97,4.02,2594.95,812.95
2444,1226,102,4,6271.36,9.3,25076.14,6464.14
2445,1226,199,1,7009.81,8.76,7001.05,2146.05
2446,1226,115,4,2618.2,2.05,10470.75,3846.75
2447,1227,84,1,1792.84,8.21,1784.63,575.63
2448,1227,76,2,2598.97,19.99,5177.95,1613.95
2449,1227,146,1,6386.06,13.75,6372.31,2178.31
2450,1228,162,1,3776.05,9.74,3766.31,1247.31
2451,1228,119,4,2869.36,2.71,11474.73,2506.73
2452,1228,113,1,5653.4,2.88,5650.52,972.52
2453,1229,19,4,5980.37,12.81,23908.67,7460.67
2454,1230,18,3,6294.01,10.21,18871.82,3982.82
2455,1230,70,4,5087.1,2.52,20345.88,6321.88
2456,1230,73,4,5457.97,16.14,21815.74,2931.74
2457,1231,41,1,2657.03,13.64,2643.39,888.39
2458,1231,6,4,3476.76,13.87,13893.17,1505.17
2459,1231,182,3,3177.71,0.66,9532.47,1513.47
2460,1232,17,2,1855.26,5.15,3705.37,843.37
2461,1232,121,2,2267.36,1.87,4532.85,1004.85
2462,1233,15,4,5784.26,7.68,23129.36,5713.36
2463,1233,83,3,4426.65,13.12,13266.83,1365.83
2464,1233,189,2,4900.58,5.55,9795.61,1415.61
2465,1234,30,4,5234.76,19.56,20919.48,3523.48
2466,1234,86,2,1091.11,14.03,2168.19,654.19
2467,1234,129,4,1819.36,18.27,7259.17,2275.17
2468,1235,4,3,4963.98,11.08,14880.86,1392.86
2469,1235,133,1,1476.81,19.07,1457.74,120.74
2470,1235,48,1,3393.83,4.47,3389.36,658.36
2471,1236,143,4,1084.42,5.93,4331.75,1291.75
2472,1236,96,2,2765.79,8.18,5523.4,1485.4
2473,1237,113,1,5653.4,19.86,5633.54,955.54
2474,1238,128,1,2167.32,7.28,2160.04,682.04
2475,1238,160,3,2514.92,0.72,7544.04,1640.04
2476,1239,69,3,1797.42,1.85,5390.41,1328.41
2477,1239,88,4,5157.4,13.12,20616.48,2888.48
2478,1240,144,4,4410.54,11.93,17630.23,3950.23
2479,1240,64,3,7118.68,8.62,21347.42,6734.42
2480,1241,48,3,3393.83,13.31,10168.18,1975.18
2481,1241,23,4,2868.81,16.01,11459.23,3603.23
2482,1241,194,4,7044.36,13.9,28163.54,8307.54
2483,1242,52,4,448.48,17.55,1776.37,152.37
2484,1242,86,2,1091.11,1.34,2180.88,666.88
2485,1242,117,2,2834.64,5.34,5663.94,1543.94
2486,1243,136,1,3836.46,13.38,3823.08,354.08
2487,1243,127,4,6494.51,13.75,25964.29,9556.29
2488,1244,107,1,5511.95,7.93,5504.02,2024.02
2489,1244,20,3,303.07,2.97,906.24,198.24
2490,1245,198,3,2599.54,4.97,7793.65,2039.65
2491,1245,33,3,4863.47,18.06,14572.35,2374.35
2492,1246,190,1,3100.22,19.6,3080.62,911.62
2493,1247,136,1,3836.46,3.36,3833.1,364.1
2494,1247,19,3,5980.37,0.87,17940.24,5604.24
2495,1248,169,3,6981.12,4.93,20938.43,5968.43
2496,1248,78,1,1600.82,16.19,1584.63,404.63
2497,1248,132,1,198.54,9.75,188.79,36.79
2498,1249,3,1,7696.6,10.42,7686.18,2692.18
2499,1250,139,1,1210.99,6.59,1204.4,315.4
2500,1250,131,1,572.86,10.93,561.93,184.93
2501,1250,50,2,5429.37,5.65,10853.09,3807.09
2502,1251,9,1,3616.76,13.9,3602.86,1211.86
2503,1251,87,4,3417.67,19.62,13651.06,1859.06
2504,1252,165,4,3471.22,16.21,13868.67,3368.67
2505,1252,10,2,1249.33,19.23,2479.43,333.43
2506,1253,25,4,1979.19,14.03,7902.73,2662.73
2507,1254,6,2,3476.76,19.22,6934.3,740.3
2508,1254,75,4,4256.43,19.26,17006.46,5858.46
2509,1255,37,1,1522.64,2.98,1519.66,421.66
2510,1255,187,3,504.48,11.32,1502.12,542.12
2511,1256,199,2,7009.81,1.03,14018.59,4308.59
2512,1256,69,3,1797.42,11.7,5380.56,1318.56
2513,1257,154,1,4728.41,16.94,4711.47,1424.47
2514,1257,149,2,2606.01,0.01,5212.01,572.01
2515,1258,67,4,3825.3,7.39,15293.81,4705.81
2516,1258,91,4,4930.64,14.31,19708.25,4216.25
2517,1258,195,4,3047.63,7.81,12182.71,3650.71
2518,1259,162,1,3776.05,4.22,3771.83,1252.83
2519,1259,148,3,2839.22,16.99,8500.67,3007.67
2520,1259,129,4,1819.36,5.81,7271.63,2287.63
2521,1260,91,1,4930.64,10.57,4920.07,1047.07
2522,1260,186,3,7914.83,3.8,23740.69,8887.69
2523,1261,58,1,315.69,9.44,306.25,91.25
2524,1262,187,4,504.48,7.71,2010.21,730.21
2525,1262,48,4,3393.83,1.97,13573.35,2649.35
2526,1263,94,3,5544.85,9.8,16624.75,1729.75
2527,1263,102,1,6271.36,10.08,6261.28,1608.28
2528,1263,83,2,4426.65,11.53,8841.77,907.77
2529,1264,133,2,1476.81,7.38,2946.24,272.24
2530,1265,37,4,1522.64,10.3,6080.26,1688.26
2531,1265,140,1,5410.03,11.79,5398.24,986.24
2532,1266,99,3,3956.07,7.62,11860.59,4144.59
2533,1266,95,4,3093.45,16.2,12357.6,3941.6
2534,1266,112,2,650.07,2.78,1297.36,451.36
2535,1267,22,2,4915.03,9.4,9820.66,1846.66
2536,1268,32,2,5678.29,12.26,11344.32,2410.32
2537,1268,193,3,5092.0,19.31,15256.69,1597.69
2538,1269,144,1,4410.54,3.22,4407.32,987.32
2539,1269,35,1,2598.33,1.76,2596.57,798.57
2540,1270,174,1,1465.47,8.41,1457.06,162.06
2541,1271,5,2,1844.85,14.98,3674.72,1280.72
2542,1271,147,3,1363.26,5.35,4084.43,1441.43
2543,1272,171,2,7270.84,5.55,14536.13,5170.13
2544,1272,165,3,3471.22,13.93,10399.73,2524.73
2545,1273,191,2,933.8,3.73,1863.87,453.87
2546,1274,32,4,5678.29,16.76,22696.4,4828.4
2547,1274,120,1,1361.78,17.77,1344.01,437.01
2548,1274,125,3,2559.2,9.41,7668.19,1716.19
2549,1275,193,1,5092.0,14.25,5077.75,524.75
2550,1276,16,3,1573.66,0.03,4720.95,985.95
2551,1276,65,2,4404.24,14.83,8793.65,2703.65
2552,1276,45,4,4565.43,0.36,18261.36,2385.36
2553,1277,115,4,2618.2,14.23,10458.57,3834.57
2554,1277,193,3,5092.0,12.89,15263.11,1604.11
2555,1277,192,3,6331.66,2.85,18992.13,4385.13
2556,1278,58,2,315.69,2.68,628.7,198.7
2557,1278,196,4,638.3,9.54,2543.66,695.66
2558,1278,117,4,2834.64,5.05,11333.51,3093.51
2559,1279,13,2,5553.96,19.9,11088.02,2548.02
2560,1279,134,3,3568.12,3.73,10700.63,1229.63
2561,1280,135,3,4537.82,8.64,13604.82,1316.82
2562,1280,183,4,3649.52,3.79,14594.29,4646.29
2563,1281,183,4,3649.52,10.84,14587.24,4639.24
2564,1281,77,2,5661.33,16.23,11306.43,2746.43
2565,1282,171,3,7270.84,9.24,21803.28,7754.28
2566,1282,161,2,2333.99,7.37,4660.61,1418.61
2567,1282,153,3,3013.31,8.94,9030.99,1377.99
2568,1283,148,2,2839.22,13.65,5664.79,2002.79
2569,1283,88,2,5157.4,2.62,10312.18,1448.18
2570,1284,82,3,852.5,8.15,2549.35,683.35
2571,1285,171,4,7270.84,11.84,29071.52,10339.52
2572,1285,192,4,6331.66,12.9,25313.74,5837.74
2573,1285,18,4,6294.01,4.3,25171.74,5319.74
2574,1286,58,3,315.69,12.37,934.7,289.7
2575,1287,84,2,1792.84,14.09,3571.59,1153.59
2576,1287,183,3,3649.52,14.97,10933.59,3472.59
2577,1287,162,3,3776.05,19.22,11308.93,3751.93
2578,1288,72,4,5828.14,4.28,23308.28,5692.28
2579,1288,109,2,3992.5,8.02,7976.98,2366.98
2580,1288,150,4,6284.22,17.67,25119.21,6927.21
2581,1289,160,4,2514.92,13.58,10046.1,2174.1
2582,1289,182,4,3177.71,11.08,12699.76,2007.76
2583,1289,35,1,2598.33,0.88,2597.45,799.45
2584,1290,6,1,3476.76,1.95,3474.81,377.81
2585,1291,105,4,4856.31,11.92,19413.32,3497.32
2586,1291,82,1,852.5,6.44,846.06,224.06
2587,1291,88,1,5157.4,5.07,5152.33,720.33
2588,1292,145,4,792.87,8.91,3162.57,926.57
2589,1293,4,1,4963.98,0.03,4963.95,467.95
2590,1293,91,4,4930.64,18.0,19704.56,4212.56
2591,1293,169,2,6981.12,9.68,13952.56,3972.56
2592,1294,76,4,2598.97,8.47,10387.41,3259.41
2593,1294,33,3,4863.47,16.32,14574.09,2376.09
2594,1294,12,3,4572.81,2.3,13716.13,4431.13
2595,1295,40,3,5316.39,1.28,15947.89,4778.89
2596,1295,66,2,4903.31,15.18,9791.44,1967.44
2597,1296,111,4,2962.45,7.46,11842.34,2646.34
2598,1297,128,4,2167.32,4.25,8665.03,2753.03
2599,1297,34,4,5835.24,15.98,23324.98,4640.98
2600,1298,124,3,4391.54,0.96,13173.66,2613.66
2601,1298,3,3,7696.6,14.18,23075.62,8093.62
2602,1298,154,1,4728.41,5.14,4723.27,1436.27
2603,1299,20,2,303.07,17.35,588.79,116.79
2604,1299,106,1,1926.7,18.81,1907.89,625.89
2605,1300,10,4,1249.33,16.85,4980.47,688.47
2606,1300,101,4,7616.13,12.08,30452.44,10668.44
2607,1300,172,3,5175.17,9.49,15516.02,2412.02
2608,1301,24,4,2037.73,2.39,8148.53,2164.53
2609,1301,75,2,4256.43,7.37,8505.49,2931.49
2610,1301,169,2,6981.12,15.65,13946.59,3966.59
2611,1302,40,3,5316.39,15.14,15934.03,4765.03
2612,1303,96,2,2765.79,17.67,5513.91,1475.91
2613,1303,115,4,2618.2,9.79,10463.01,3839.01
2614,1303,3,4,7696.6,19.39,30767.01,10791.01
2615,1304,15,4,5784.26,3.52,23133.52,5717.52
2616,1304,168,3,360.61,16.23,1065.6,120.6
2617,1304,69,4,1797.42,14.98,7174.7,1758.7
2618,1305,47,4,5349.54,1.76,21396.4,5412.4
2619,1306,156,2,6188.4,13.13,12363.67,3959.67
2620,1306,61,1,2566.03,15.42,2550.61,937.61
2621,1306,113,3,5653.4,7.89,16952.31,2918.31
2622,1307,149,1,2606.01,11.66,2594.35,274.35
2623,1308,87,4,3417.67,17.77,13652.91,1860.91
2624,1308,5,1,1844.85,13.04,1831.81,634.81
2625,1308,38,1,5028.62,15.85,5012.77,1680.77
2626,1309,20,4,303.07,5.18,1207.1,263.1
2627,1309,119,1,2869.36,17.42,2851.94,609.94
2628,1309,129,1,1819.36,1.81,1817.55,571.55
2629,1310,196,2,638.3,17.47,1259.13,335.13
2630,1310,122,2,7212.86,12.09,14413.63,4997.63
2631,1311,124,2,4391.54,15.31,8767.77,1727.77
2632,1312,192,4,6331.66,8.81,25317.83,5841.83
2633,1312,16,3,1573.66,7.21,4713.77,978.77
2634,1312,150,1,6284.22,9.48,6274.74,1726.74
2635,1313,151,4,2964.55,12.18,11846.02,1142.02
2636,1313,25,3,1979.19,5.85,5931.72,2001.72
2637,1313,123,1,3078.2,0.99,3077.21,841.21
2638,1314,56,1,4864.07,4.24,4859.83,925.83
2639,1315,147,2,1363.26,9.42,2717.1,955.1
2640,1315,6,2,3476.76,1.29,6952.23,758.23
2641,1315,140,3,5410.03,1.51,16228.58,2992.58
2642,1316,178,2,244.03,14.84,473.22,163.22
2643,1317,69,2,1797.42,14.01,3580.83,872.83
2644,1317,17,3,1855.26,15.93,5549.85,1256.85
2645,1317,122,4,7212.86,13.33,28838.11,10006.11
2646,1318,143,2,1084.42,3.1,2165.74,645.74
2647,1318,93,2,278.24,13.82,542.66,86.66
2648,1319,172,1,5175.17,17.39,5157.78,789.78
2649,1319,50,1,5429.37,15.68,5413.69,1890.69
2650,1320,141,2,3818.5,12.17,7624.83,922.83
2651,1321,92,2,1142.9,10.86,2274.94,226.94
2652,1322,128,1,2167.32,7.49,2159.83,681.83
2653,1322,90,4,4881.97,6.01,19521.87,5225.87
2654,1322,106,3,1926.7,17.01,5763.09,1917.09
2655,1323,71,3,2797.48,6.42,8386.02,2719.02
2656,1323,39,2,552.25,2.05,1102.45,214.45
2657,1324,141,3,3818.5,14.52,11440.98,1387.98
2658,1325,13,4,5553.96,6.32,22209.52,5129.52
2659,1325,90,1,4881.97,14.94,4867.03,1293.03
2660,1325,29,1,6088.79,6.4,6082.39,2119.39
2661,1326,144,4,4410.54,9.73,17632.43,3952.43
2662,1327,65,4,4404.24,8.7,17608.26,5428.26
2663,1327,115,4,2618.2,7.54,10465.26,3841.26
2664,1328,76,4,2598.97,15.26,10380.62,3252.62
2665,1328,57,2,2097.22,6.01,4188.43,1326.43
2666,1328,71,4,2797.48,19.48,11170.44,3614.44
2667,1329,148,2,2839.22,3.12,5675.32,2013.32
2668,1329,178,4,244.03,18.4,957.72,337.72
2669,1330,158,1,6464.49,6.9,6457.59,1478.59
2670,1331,75,2,4256.43,10.99,8501.87,2927.87
2671,1331,63,3,5551.59,19.74,16635.03,5358.03
2672,1332,30,3,5234.76,0.17,15704.11,2657.11
2673,1333,65,4,4404.24,2.61,17614.35,5434.35
2674,1334,123,4,3078.2,3.28,12309.52,3365.52
2675,1334,91,4,4930.64,9.02,19713.54,4221.54
2676,1334,105,4,4856.31,0.32,19424.92,3508.92
2677,1335,82,1,852.5,12.13,840.37,218.37
2678,1335,193,3,5092.0,9.69,15266.31,1607.31
2679,1335,100,4,4359.62,7.3,17431.18,3483.18
2680,1336,136,3,3836.46,10.48,11498.9,1091.9
2681,1336,130,3,7243.63,18.06,21712.83,8089.83
2682,1336,116,1,3021.59,4.89,3016.7,929.7
2683,1337,138,3,5451.69,19.18,16335.89,5454.89
2684,1337,186,4,7914.83,1.29,31658.03,11854.03
2685,1337,145,3,792.87,3.62,2374.99,697.99
2686,1338,123,4,3078.2,5.55,12307.25,3363.25
2687,1338,41,1,2657.03,2.83,2654.2,899.2
2688,1339,117,4,2834.64,7.38,11331.18,3091.18
2689,1339,19,1,5980.37,18.56,5961.81,1849.81
2690,1339,133,4,1476.81,6.64,5900.6,552.6
2691,1340,138,2,5451.69,2.54,10900.84,3646.84
2692,1340,153,1,3013.31,12.79,3000.52,449.52
2693,1340,16,3,1573.66,11.78,4709.2,974.2
2694,1341,190,1,3100.22,8.76,3091.46,922.46
2695,1341,141,3,3818.5,5.69,11449.81,1396.81
2696,1342,18,2,6294.01,5.54,12582.48,2656.48
2697,1342,75,4,4256.43,2.51,17023.21,5875.21
2698,1342,121,1,2267.36,19.61,2247.75,483.75
2699,1343,64,1,7118.68,15.5,7103.18,2232.18
2700,1344,61,2,2566.03,7.44,5124.62,1898.62
2701,1344,183,3,3649.52,12.25,10936.31,3475.31
2702,1345,172,1,5175.17,11.41,5163.76,795.76
2703,1345,41,2,2657.03,14.6,5299.46,1789.46
2704,1345,104,1,1652.43,10.51,1641.92,319.92
2705,1346,84,4,1792.84,10.08,7161.28,2325.28
2706,1346,38,4,5028.62,19.68,20094.8,6766.8
2707,1346,109,2,3992.5,0.95,7984.05,2374.05
2708,1347,57,2,2097.22,17.35,4177.09,1315.09
2709,1347,106,1,1926.7,11.38,1915.32,633.32
2710,1348,129,3,1819.36,18.6,5439.48,1701.48
2711,1348,194,1,7044.36,13.72,7030.64,2066.64
2712,1349,170,1,250.43,8.87,241.56,40.56
2713,1349,103,2,5536.18,18.9,11053.46,2261.46
2714,1350,198,1,2599.54,13.73,2585.81,667.81
2715,1350,114,2,4077.29,14.21,8140.37,2974.37
2716,1350,38,4,5028.62,7.11,20107.37,6779.37
2717,1351,89,3,454.52,7.72,1355.84,497.84
2718,1352,78,1,1600.82,14.76,1586.06,406.06
2719,1352,31,1,5674.17,9.18,5664.99,1260.99
2720,1352,150,4,6284.22,3.29,25133.59,6941.59
2721,1353,142,1,5775.74,14.33,5761.41,1033.41
2722,1353,142,4,5775.74,13.41,23089.55,4177.55
2723,1354,129,3,1819.36,0.14,5457.94,1719.94
2724,1354,81,2,5497.32,13.81,10980.83,1306.83
2725,1354,94,2,5544.85,14.83,11074.87,1144.87
2726,1355,123,2,3078.2,8.75,6147.65,1675.65
2727,1355,159,3,3489.26,0.66,10467.12,3450.12
2728,1355,179,1,4824.55,6.98,4817.57,1605.57
2729,1356,105,4,4856.31,8.97,19416.27,3500.27
2730,1357,137,1,7130.26,6.35,7123.91,2635.91
2731,1358,116,1,3021.59,16.56,3005.03,918.03
2732,1358,134,3,3568.12,4.49,10699.87,1228.87
2733,1358,143,2,1084.42,2.23,2166.61,646.61
2734,1359,147,2,1363.26,6.2,2720.32,958.32
2735,1359,27,4,336.73,4.83,1342.09,322.09
2736,1359,110,2,1172.22,11.33,2333.11,619.11
2737,1360,96,2,2765.79,0.67,5530.91,1492.91
2738,1360,175,2,4435.81,19.56,8852.06,1754.06
2739,1360,196,1,638.3,8.47,629.83,167.83
2740,1361,102,4,6271.36,6.72,25078.72,6466.72
2741,1361,103,4,5536.18,9.61,22135.11,4551.11
2742,1361,90,3,4881.97,8.98,14636.93,3914.93
2743,1362,75,1,4256.43,16.22,4240.21,1453.21
2744,1362,191,4,933.8,9.63,3725.57,905.57
2745,1363,4,3,4963.98,0.78,14891.16,1403.16
2746,1363,192,1,6331.66,0.52,6331.14,1462.14
2747,1364,84,4,1792.84,3.02,7168.34,2332.34
2748,1364,129,3,1819.36,15.12,5442.96,1704.96
2749,1365,39,1,552.25,10.53,541.72,97.72
2750,1365,30,1,5234.76,15.86,5218.9,869.9
2751,1365,16,4,1573.66,14.7,6279.94,1299.94
2752,1366,149,2,2606.01,2.34,5209.68,569.68
2753,1366,134,1,3568.12,8.56,3559.56,402.56
2754,1367,23,3,2868.81,12.7,8593.73,2701.73
2755,1368,23,2,2868.81,12.96,5724.66,1796.66
2756,1368,71,4,2797.48,13.27,11176.65,3620.65
2757,1369,11,3,4727.45,6.71,14175.64,4704.64
2758,1370,142,2,5775.74,2.6,11548.88,2092.88
2759,1370,104,1,1652.43,18.54,1633.89,311.89
2760,1370,156,3,6188.4,12.48,18552.72,5946.72
2761,1371,90,1,4881.97,18.41,4863.56,1289.56
2762,1371,168,4,360.61,4.22,1438.22,178.22
2763,1371,75,4,4256.43,2.8,17022.92,5874.92
2764,1372,84,1,1792.84,9.69,1783.15,574.15
2765,1372,57,2,2097.22,6.99,4187.45,1325.45
2766,1373,165,2,3471.22,5.21,6937.23,1687.23
2767,1373,157,4,1186.69,8.03,4738.73,1138.73
2768,1374,10,1,1249.33,14.59,1234.74,161.74
2769,1374,55,1,6404.04,5.46,6398.58,2252.58
2770,1374,186,4,7914.83,9.92,31649.4,11845.4
2771,1375,27,3,336.73,0.2,1009.99,244.99
2772,1375,29,4,6088.79,1.02,24354.14,8502.14
2773,1376,54,1,6094.37,9.96,6084.41,2262.41
2774,1376,152,1,1890.92,17.75,1873.17,592.17
2775,1377,144,1,4410.54,4.46,4406.08,986.08
2776,1377,161,3,2333.99,7.59,6994.38,2131.38
2777,1377,47,1,5349.54,7.3,5342.24,1346.24
2778,1378,84,3,1792.84,18.55,5359.97,1732.97
2779,1378,40,3,5316.39,8.78,15940.39,4771.39
2780,1379,57,4,2097.22,2.16,8386.72,2662.72
2781,1379,152,4,1890.92,7.89,7555.79,2431.79
2782,1380,194,3,7044.36,18.56,21114.52,6222.52
2783,1381,150,3,6284.22,9.77,18842.89,5198.89
2784,1381,143,1,1084.42,12.62,1071.8,311.8
2785,1381,158,4,6464.49,2.39,25855.57,5939.57
2786,1382,57,1,2097.22,15.17,2082.05,651.05
2787,1382,25,4,1979.19,0.74,7916.02,2676.02
2788,1382,98,1,3766.26,5.3,3760.96,1048.96
2789,1383,115,1,2618.2,17.93,2600.27,944.27
2790,1383,68,3,2309.06,15.32,6911.86,1184.86
2791,1384,67,3,3825.3,19.37,11456.53,3515.53
2792,1384,129,2,1819.36,11.99,3626.73,1134.73
2793,1385,153,3,3013.31,14.57,9025.36,1372.36
2794,1385,23,1,2868.81,16.7,2852.11,888.11
2795,1385,119,1,2869.36,5.09,2864.27,622.27
2796,1386,35,1,2598.33,12.06,2586.27,788.27
2797,1386,50,4,5429.37,4.93,21712.55,7620.55
2798,1387,189,2,4900.58,6.25,9794.91,1414.91
2799,1387,122,4,7212.86,0.05,28851.39,10019.39
2800,1388,169,1,6981.12,6.22,6974.9,1984.9
2801,1388,196,3,638.3,0.07,1914.83,528.83
2802,1389,32,2,5678.29,7.05,11349.53,2415.53
2803,1389,84,3,1792.84,6.83,5371.69,1744.69
2804,1389,51,2,5007.82,16.35,9999.29,3295.29
2805,1390,23,2,2868.81,10.67,5726.95,1798.95
2806,1391,93,3,278.24,1.45,833.27,149.27
2807,1391,171,3,7270.84,5.46,21807.06,7758.06
2808,1391,161,3,2333.99,15.45,6986.52,2123.52
2809,1392,2,3,3361.74,8.04,10077.18,1107.18
2810,1392,164,1,3449.26,10.21,3439.05,745.05
2811,1393,45,1,4565.43,8.77,4556.66,587.66
2812,1393,39,4,552.25,3.76,2205.24,429.24
2813,1393,178,2,244.03,13.13,474.93,164.93
2814,1394,27,2,336.73,3.03,670.43,160.43
2815,1394,116,2,3021.59,4.88,6038.3,1864.3
2816,1394,33,4,4863.47,8.94,19444.94,3180.94
2817,1395,75,4,4256.43,17.64,17008.08,5860.08
2818,1395,130,1,7243.63,11.61,7232.02,2691.02
2819,1396,138,4,5451.69,12.8,21793.96,7285.96
2820,1396,76,2,2598.97,19.51,5178.43,1614.43
2821,1397,157,2,1186.69,15.75,2357.63,557.63
2822,1397,126,3,6579.87,12.74,19726.87,5896.87
2823,1397,187,4,504.48,8.18,2009.74,729.74
2824,1398,2,3,3361.74,4.6,10080.62,1110.62
2825,1398,113,2,5653.4,15.27,11291.53,1935.53
2826,1398,20,4,303.07,2.47,1209.81,265.81
2827,1399,28,4,5032.36,9.0,20120.44,6192.44
2828,1400,78,1,1600.82,18.3,1582.52,402.52
2829,1401,57,2,2097.22,3.99,4190.45,1328.45
2830,1401,171,1,7270.84,10.24,7260.6,2577.6
2831,1401,104,3,1652.43,10.81,4946.48,980.48
2832,1402,109,2,3992.5,10.75,7974.25,2364.25
2833,1403,57,3,2097.22,19.1,6272.56,1979.56
2834,1403,91,3,4930.64,15.5,14776.42,3157.42
2835,1403,62,4,2352.48,10.88,9399.04,871.04
2836,1404,63,3,5551.59,16.18,16638.59,5361.59
2837,1404,149,1,2606.01,0.43,2605.58,285.58
2838,1405,4,4,4963.98,16.92,19839.0,1855.0
2839,1405,98,3,3766.26,1.19,11297.59,3161.59
2840,1406,106,2,1926.7,16.19,3837.21,1273.21
2841,1407,142,2,5775.74,2.89,11548.59,2092.59
2842,1407,87,1,3417.67,12.77,3404.9,456.9
2843,1408,38,4,5028.62,19.23,20095.25,6767.25
2844,1408,199,2,7009.81,6.75,14012.87,4302.87
2845,1408,33,1,4863.47,1.21,4862.26,796.26
2846,1409,83,4,4426.65,16.89,17689.71,1821.71
2847,1410,167,1,6421.3,7.89,6413.41,1751.41
2848,1410,135,1,4537.82,0.74,4537.08,441.08
2849,1411,165,3,3471.22,3.68,10409.98,2534.98
2850,1411,136,4,3836.46,8.37,15337.47,1461.47
2851,1412,55,4,6404.04,11.05,25605.11,9021.11
2852,1412,143,2,1084.42,2.27,2166.57,646.57
2853,1412,58,4,315.69,19.71,1243.05,383.05
2854,1413,117,1,2834.64,18.47,2816.17,756.17
2855,1413,149,1,2606.01,3.9,2602.11,282.11
2856,1413,40,1,5316.39,18.27,5298.12,1575.12
2857,1414,171,4,7270.84,3.54,29079.82,10347.82
2858,1414,124,1,4391.54,12.65,4378.89,858.89
2859,1414,73,4,5457.97,5.71,21826.17,2942.17
2860,1415,115,2,2618.2,1.26,5235.14,1923.14
2861,1415,59,1,1997.79,17.8,1979.99,297.99
2862,1415,40,2,5316.39,3.46,10629.32,3183.32
2863,1416,174,2,1465.47,19.28,2911.66,321.66
2864,1416,10,1,1249.33,5.93,1243.4,170.4
2865,1416,174,2,1465.47,11.01,2919.93,329.93
2866,1417,126,3,6579.87,5.83,19733.78,5903.78
2867,1417,130,4,7243.63,15.75,28958.77,10794.77
2868,1418,117,1,2834.64,1.15,2833.49,773.49
2869,1418,147,2,1363.26,14.73,2711.79,949.79
2870,1419,56,4,4864.07,8.22,19448.06,3712.06
2871,1419,134,2,3568.12,9.56,7126.68,812.68
2872,1420,167,3,6421.3,12.97,19250.93,5264.93
2873,1420,87,2,3417.67,10.79,6824.55,928.55
2874,1420,4,4,4963.98,14.95,19840.97,1856.97
2875,1421,149,1,2606.01,14.63,2591.38,271.38
2876,1421,38,1,5028.62,12.6,5016.02,1684.02
2877,1421,59,3,1997.79,19.83,5973.54,927.54
2878,1422,73,2,5457.97,4.19,10911.75,1469.75
2879,1423,173,4,1527.03,11.61,6096.51,1148.51
2880,1423,30,1,5234.76,1.67,5233.09,884.09
2881,1424,159,2,3489.26,19.78,6958.74,2280.74
2882,1425,48,1,3393.83,16.98,3376.85,645.85
2883,1425,45,4,4565.43,1.09,18260.63,2384.63
2884,1426,100,3,4359.62,2.61,13076.25,2615.25
2885,1427,60,1,5461.59,7.58,5454.01,1133.01
2886,1428,40,2,5316.39,2.11,10630.67,3184.67
2887,1428,22,4,4915.03,2.42,19657.7,3709.7
2888,1428,76,3,2598.97,9.3,7787.61,2441.61
2889,1429,86,1,1091.11,12.07,1079.04,322.04
2890,1430,8,1,907.81,11.96,895.85,193.85
2891,1430,2,3,3361.74,8.26,10076.96,1106.96
2892,1431,164,3,3449.26,3.15,10344.63,2262.63
2893,1432,94,3,5544.85,1.74,16632.81,1737.81
2894,1433,93,2,278.24,5.27,551.21,95.21
2895,1434,39,2,552.25,16.13,1088.37,200.37
2896,1435,123,1,3078.2,1.09,3077.11,841.11
2897,1435,191,4,933.8,0.43,3734.77,914.77
2898,1436,50,3,5429.37,17.67,16270.44,5701.44
