customer_id,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
425,2026-07-04,4,41026.94,32,5,2,1,8,Potential Loyalists
426,2026-04-24,4,62791.05,103,3,2,2,7,At Risk
427,2025-10-19,5,89200.16,290,1,3,3,7,At Risk
428,2026-06-23,6,106197.25,43,4,4,4,12,Loyal Customers
429,2026-04-19,5,60114.05,108,3,3,2,8,Potential Loyalists
430,2025-11-02,8,208717.16,276,1,5,5,11,Loyal Customers
431,2024-10-16,1,9861.17,658,1,1,1,3,Lost Customers
432,2026-08-04,4,86430.39,1,5,2,3,10,Loyal Customers
433,2026-07-19,10,199345.93,17,5,5,5,15,Champions
434,2025-08-13,2,46291.29,357,1,1,1,3,Lost Customers
435,2026-03-18,2,39304.97,140,2,1,1,4,Lost Customers
436,2026-03-05,5,69113.35,153,2,3,2,7,At Risk
437,2026-07-29,10,135095.92,7,5,5,5,15,Champions
438,2025-08-15,3,34739.78,355,1,1,1,3,Lost Customers
439,2026-03-21,2,61924.92,137,2,1,2,5,Lost Customers
440,2026-05-12,6,98280.39,85,3,4,3,10,Loyal Customers
441,2026-07-04,3,14621.38,32,5,1,1,7,At Risk
442,2026-02-08,8,125351.31,178,2,5,4,11,Loyal Customers
443,2026-06-04,7,221995.67,62,4,5,5,14,Champions
444,2025-12-08,2,34728.57,240,1,1,1,3,Lost Customers
445,2026-03-29,6,110039.49,129,3,4,4,11,Loyal Customers
446,2026-05-13,6,82033.94,84,3,4,3,10,Loyal Customers
447,2026-01-27,3,33943.700000000004,190,2,1,1,4,Lost Customers
448,2026-01-06,6,159809.03,211,2,4,5,11,Loyal Customers
449,2026-07-07,10,191815.02000000002,29,5,5,5,15,Champions
450,2026-07-15,8,125379.25,21,5,5,4,14,Champions
451,2026-01-21,5,67773.46,196,2,3,2,7,At Risk
452,2026-05-05,4,58529.61,92,3,2,2,7,At Risk
453,2026-06-01,6,91561.92,65,4,4,3,11,Loyal Customers
454,2025-01-27,2,46126.03,555,1,1,1,3,Lost Customers
455,2026-07-11,8,91563.83,25,5,5,3,13,Champions
456,2026-03-06,9,149928.58,152,2,5,5,12,Loyal Customers
457,2026-08-03,7,125204.76,2,5,5,4,14,Champions
458,2026-01-01,3,52455.36,216,2,1,2,5,Lost Customers
459,2026-06-27,2,29556.55,39,4,1,1,6,At Risk
460,2026-07-13,10,207211.6,23,5,5,5,15,Champions
461,2026-04-28,3,35702.8,99,3,1,1,5,Lost Customers
462,2026-04-27,8,153494.13999999998,100,3,5,5,13,Champions
463,2026-04-14,4,39404.44,113,3,2,1,6,At Risk
464,2026-05-11,7,95455.15000000001,86,3,5,3,11,Loyal Customers
465,2025-07-23,3,91338.64,378,1,1,3,5,Lost Customers
466,2026-02-22,4,76446.4,164,2,2,3,7,At Risk
467,2026-07-19,4,35430.45,17,5,2,1,8,Potential Loyalists
468,2026-08-05,6,123352.41,0,5,4,4,13,Champions
469,2026-02-22,6,69272.65,164,2,4,2,8,Potential Loyalists
470,2025-11-13,4,105762.41,265,1,2,4,7,At Risk
471,2026-06-25,4,67667.13,41,4,2,2,8,Potential Loyalists
472,2026-05-11,8,157016.77000000002,86,3,5,5,13,Champions
473,2026-06-11,6,98836.88,55,4,4,3,11,Loyal Customers
474,2026-02-16,8,146693.2,170,2,5,5,12,Loyal Customers
475,2026-01-08,3,47261.590000000004,209,2,1,1,4,Lost Customers
476,2026-08-03,6,99820.63,2,5,4,3,12,Loyal Customers
477,2025-06-05,4,72306.85,426,1,2,2,5,Lost Customers
478,2026-04-14,2,29852.58,113,3,1,1,5,Lost Customers
479,2026-03-06,6,114471.23,152,2,4,4,10,Loyal Customers
480,2026-01-23,5,49405.42,194,2,3,2,7,At Risk
481,2026-03-11,5,63301.06,147,2,3,2,7,At Risk
482,2026-01-10,7,121642.84,207,2,5,4,11,Loyal Customers
483,2026-01-17,5,69651.47,200,2,3,2,7,At Risk
484,2026-05-05,8,139386.94,92,3,5,5,13,Champions
485,2026-07-24,5,100546.02,12,5,3,4,12,Loyal Customers
486,2026-05-22,9,188453.77,75,4,5,5,14,Champions
487,2026-05-13,2,52679.7,84,3,1,2,6,At Risk
488,2026-07-08,3,65598.15,28,5,1,2,8,Potential Loyalists
489,2026-03-07,4,71063.28,151,2,2,2,6,At Risk
490,2026-03-30,2,43704.78,128,3,1,1,5,Lost Customers
491,2025-10-29,7,173462.13999999998,280,1,5,5,11,Loyal Customers
492,2025-02-04,1,249.82,547,1,1,1,3,Lost Customers
493,2026-04-15,4,83605.0,112,3,2,3,8,Potential Loyalists
494,2026-02-28,3,49241.369999999995,158,2,1,2,5,Lost Customers
495,2026-05-21,4,68009.62,76,4,2,2,8,Potential Loyalists
496,2026-07-28,7,105687.96,8,5,5,4,14,Champions
497,2026-01-06,4,101050.36,211,2,2,4,8,Potential Loyalists
498,2026-04-06,7,135043.84,121,3,5,5,13,Champions
499,2026-07-17,2,52216.15,19,5,1,2,8,Potential Loyalists
500,2026-05-19,5,142229.82,78,3,3,5,11,Loyal Customers
501,2025-09-20,6,120814.26,319,1,4,4,9,Potential Loyalists
502,2026-03-18,5,56923.53,140,2,3,2,7,At Risk
503,2026-07-23,7,98438.06,13,5,5,3,13,Champions
504,2026-02-16,5,99401.11,170,2,3,3,8,Potential Loyalists
505,2026-08-03,3,37398.96,2,5,1,1,7,At Risk
506,2025-10-04,4,69361.15,305,1,2,2,5,Lost Customers
507,2026-03-04,6,112753.59,154,2,4,4,10,Loyal Customers
508,2026-06-07,6,99396.56999999999,59,4,4,3,11,Loyal Customers
509,2025-05-23,2,37696.11,439,1,1,1,3,Lost Customers
510,2026-06-21,4,73275.79,45,4,2,2,8,Potential Loyalists
511,2026-01-21,4,67859.12,196,2,2,2,6,At Risk
512,2026-02-21,6,101227.22,165,2,4,4,10,Loyal Customers
513,2026-02-17,5,68278.93,169,2,3,2,7,At Risk
514,2025-12-07,5,167306.83,241,1,3,5,9,Potential Loyalists
515,2026-01-05,4,51630.229999999996,212,2,2,2,6,At Risk
516,2026-04-25,7,94099.27,102,3,5,3,11,Loyal Customers
517,2026-01-12,3,40849.87,205,2,1,1,4,Lost Customers
518,2025-12-26,3,42803.5,222,2,1,1,4,Lost Customers
519,2026-03-12,3,28880.39,146,2,1,1,4,Lost Customers
520,2026-07-04,10,187833.78,32,5,5,5,15,Champions
521,2026-07-07,8,191439.07,29,5,5,5,15,Champions
522,2026-01-22,6,135392.83,195,2,4,5,11,Loyal Customers
523,2025-10-25,3,29083.56,284,1,1,1,3,Lost Customers
524,2026-07-28,5,86622.18,8,5,3,3,11,Loyal Customers
525,2026-05-27,7,118907.64,70,4,5,4,13,Champions
526,2025-12-20,1,17485.02,228,2,1,1,4,Lost Customers
527,2026-06-26,4,52970.02,40,4,2,2,8,Potential Loyalists
528,2026-03-16,4,43217.590000000004,142,2,2,1,5,Lost Customers
529,2026-07-23,5,100396.36,13,5,3,4,12,Loyal Customers
530,2026-06-30,5,95038.55,36,4,3,3,10,Loyal Customers
531,2026-07-04,5,134947.45,32,5,3,4,12,Loyal Customers
532,2026-03-15,6,119891.53,143,2,4,4,10,Loyal Customers
533,2026-06-04,5,97099.74,62,4,3,3,10,Loyal Customers
534,2026-04-26,5,87860.65,101,3,3,3,9,Potential Loyalists
535,2025-08-14,4,98292.45,356,1,2,3,6,At Risk
536,2025-12-24,6,147523.93,224,2,4,5,11,Loyal Customers
537,2026-03-03,1,38977.649999999994,155,2,1,1,4,Lost Customers
538,2026-05-18,3,51351.05,79,3,1,2,6,At Risk
539,2024-10-03,1,19201.73,671,1,1,1,3,Lost Customers
540,2026-05-20,2,28361.289999999997,77,4,1,1,6,At Risk
541,2025-10-06,2,32590.21,303,1,1,1,3,Lost Customers
542,2026-02-25,6,59378.25,161,2,4,2,8,Potential Loyalists
544,2026-05-04,3,42076.37,93,3,1,1,5,Lost Customers
545,2025-11-10,5,96197.76000000001,268,1,3,3,7,At Risk
546,2025-11-28,5,108228.35,250,1,3,4,8,Potential Loyalists
547,2025-10-18,5,165983.71000000002,291,1,3,5,9,Potential Loyalists
548,2026-08-05,12,213639.5,0,5,5,5,15,Champions
549,2025-11-19,7,184103.24,259,1,5,5,11,Loyal Customers
550,2026-02-02,4,44001.2,184,2,2,1,5,Lost Customers
551,2026-04-25,5,53528.78,102,3,3,2,8,Potential Loyalists
552,2025-08-19,3,52994.22,351,1,1,2,4,Lost Customers
553,2025-06-03,4,39238.51,428,1,2,1,4,Lost Customers
554,2025-02-12,3,22191.83,539,1,1,1,3,Lost Customers
555,2026-06-30,9,181783.69,36,4,5,5,14,Champions
556,2025-06-04,2,41408.92,427,1,1,1,3,Lost Customers
557,2025-06-30,3,100059.09,401,1,1,3,5,Lost Customers
558,2025-12-03,4,70246.63,245,1,2,2,5,Lost Customers
559,2025-06-09,1,2274.14,422,1,1,1,3,Lost Customers
560,2026-07-24,4,88233.87,12,5,2,3,10,Loyal Customers
561,2025-09-06,2,25738.16,333,1,1,1,3,Lost Customers
562,2025-12-15,3,43243.46,233,1,1,1,3,Lost Customers
563,2026-01-12,2,42393.78,205,2,1,1,4,Lost Customers
564,2026-07-03,7,103770.70999999999,33,4,5,4,13,Champions
565,2026-01-15,5,79499.81,202,2,3,3,8,Potential Loyalists
566,2025-11-26,4,69518.23999999999,252,1,2,2,5,Lost Customers
567,2026-07-21,6,109883.34,15,5,4,4,13,Champions
568,2026-07-12,5,72652.67,24,5,3,2,10,Loyal Customers
569,2026-07-23,5,89261.0,13,5,3,3,11,Loyal Customers
570,2026-08-04,8,237772.81,1,5,5,5,15,Champions
571,2026-06-10,5,170922.67,56,4,3,5,12,Loyal Customers
572,2026-01-23,7,195469.52,194,2,5,5,12,Loyal Customers
573,2026-01-18,6,120946.45,199,2,4,4,10,Loyal Customers
574,2025-12-24,5,175755.32,224,2,3,5,10,Loyal Customers
575,2026-06-28,4,112870.58,38,4,2,4,10,Loyal Customers
576,2026-06-19,8,136588.06,47,4,5,5,14,Champions
577,2026-05-20,10,155419.3,77,4,5,5,14,Champions
578,2026-08-02,5,100921.3,3,5,3,4,12,Loyal Customers
579,2026-04-16,6,115132.7,111,3,4,4,11,Loyal Customers
580,2026-03-06,3,61117.060000000005,152,2,1,2,5,Lost Customers
581,2026-07-19,10,190695.05,17,5,5,5,15,Champions
582,2026-05-29,7,125898.53,68,4,5,4,13,Champions
583,2026-05-06,4,64677.270000000004,91,3,2,2,7,At Risk
584,2026-07-22,8,130980.1,14,5,5,4,14,Champions
585,2026-07-11,7,173151.37,25,5,5,5,15,Champions
586,2026-05-21,7,94104.99,76,4,5,3,12,Loyal Customers
587,2026-08-05,8,181755.77,0,5,5,5,15,Champions
588,2026-01-27,5,125669.99,190,2,3,4,9,Potential Loyalists
589,2026-07-11,7,106238.37,25,5,5,4,14,Champions
590,2026-04-12,3,21092.94,115,3,1,1,5,Lost Customers
591,2026-05-08,7,158582.1,89,3,5,5,13,Champions
592,2026-07-22,7,154038.25,14,5,5,5,15,Champions
593,2026-04-25,3,60096.81,102,3,1,2,6,At Risk
594,2025-12-27,7,222503.11000000002,221,2,5,5,12,Loyal Customers
595,2026-07-03,6,119233.22,33,4,4,4,12,Loyal Customers
596,2026-01-18,2,73309.53,199,2,1,2,5,Lost Customers
597,2026-02-07,4,40932.7,179,2,2,1,5,Lost Customers
598,2026-01-22,2,48189.42,195,2,1,2,5,Lost Customers
599,2026-08-05,7,168422.98,0,5,5,5,15,Champions
600,2025-12-17,5,47614.72,231,2,3,1,6,At Risk
601,2026-03-23,5,91259.98000000001,135,2,3,3,8,Potential Loyalists
602,2025-11-01,6,142503.83,277,1,4,5,10,Loyal Customers
603,2026-03-28,3,90609.8,130,3,1,3,7,At Risk
604,2026-07-15,4,38374.93,21,5,2,1,8,Potential Loyalists
605,2025-02-17,4,74769.93,534,1,2,2,5,Lost Customers
606,2026-06-04,8,84520.83,62,4,5,3,12,Loyal Customers
607,2026-06-19,3,19559.140000000003,47,4,1,1,6,At Risk
608,2026-05-11,4,36317.34,86,3,2,1,6,At Risk
609,2024-11-20,1,41688.28,623,1,1,1,3,Lost Customers
610,2026-04-30,3,36021.62,97,3,1,1,5,Lost Customers
611,2026-04-27,2,40653.58,100,3,1,1,5,Lost Customers
612,2026-04-03,5,86533.16,124,3,3,3,9,Potential Loyalists
613,2026-06-11,6,120585.48999999999,55,4,4,4,12,Loyal Customers
614,2026-07-22,8,134235.48,14,5,5,4,14,Champions
615,2026-06-23,5,70387.13,43,4,3,2,9,Potential Loyalists
616,2026-05-17,3,65150.22,80,3,1,2,6,At Risk
617,2026-07-30,5,96274.35,6,5,3,3,11,Loyal Customers
618,2026-03-09,1,2249.03,149,2,1,1,4,Lost Customers
619,2026-04-19,9,187700.49,108,3,5,5,13,Champions
620,2026-07-30,3,62192.52,6,5,1,2,8,Potential Loyalists
621,2026-01-29,4,99136.78,188,2,2,3,7,At Risk
622,2026-07-23,9,206252.89,13,5,5,5,15,Champions
623,2026-03-18,3,45318.0,140,2,1,1,4,Lost Customers
624,2026-07-14,5,79956.34,22,5,3,3,11,Loyal Customers
625,2026-03-29,5,106296.13,129,3,3,4,10,Loyal Customers
626,2026-07-16,7,130154.06,20,5,5,4,14,Champions
627,2025-10-30,2,57600.03,279,1,1,2,4,Lost Customers
628,2026-05-07,4,47132.85,90,3,2,1,6,At Risk
629,2026-07-04,4,108313.08,32,5,2,4,11,Loyal Customers
630,2024-10-03,1,49984.11,671,1,1,2,4,Lost Customers
631,2026-05-01,8,103258.63,96,3,5,4,12,Loyal Customers
632,2026-07-10,7,102022.63,26,5,5,4,14,Champions
633,2025-06-28,3,75233.62,403,1,2,3,6,At Risk
634,2025-02-13,4,32273.46,538,1,2,1,4,Lost Customers
635,2026-07-03,3,83095.02,33,4,2,3,9,Potential Loyalists
636,2026-06-20,4,69776.42,46,4,2,2,8,Potential Loyalists
637,2026-07-25,5,90133.4,11,5,3,3,11,Loyal Customers
638,2026-06-07,5,113853.44,59,4,3,4,11,Loyal Customers
639,2026-03-30,6,81793.84,128,3,4,3,10,Loyal Customers
640,2026-06-23,4,54881.85,43,4,2,2,8,Potential Loyalists
641,2026-06-21,4,111458.04000000001,45,4,2,4,10,Loyal Customers
642,2026-07-26,8,148745.76,10,5,5,5,15,Champions
643,2026-05-31,5,60094.61,66,4,3,2,9,Potential Loyalists
644,2025-09-09,3,58142.16,330,1,2,2,5,Lost Customers
645,2026-07-07,4,78547.84,29,5,2,3,10,Loyal Customers
646,2026-06-29,6,159325.57,37,4,4,5,13,Champions
647,2025-01-13,4,125155.28,569,1,2,4,7,At Risk
648,2026-02-13,3,85005.31,173,2,2,3,7,At Risk
649,2026-01-14,3,23508.760000000002,203,2,2,1,5,Lost Customers
650,2026-03-05,4,87322.98,153,2,2,3,7,At Risk
651,2025-11-18,5,85273.64,260,1,3,3,7,At Risk
652,2025-12-15,2,40415.12,233,1,1,1,3,Lost Customers
653,2025-12-01,3,13750.94,247,1,2,1,4,Lost Customers
654,2025-11-19,3,12073.58,259,1,2,1,4,Lost Customers
655,2026-02-16,5,143006.38999999998,170,2,3,5,10,Loyal Customers
656,2026-06-07,7,112554.45,59,4,5,4,13,Champions
657,2026-03-21,5,81133.1,137,2,3,3,8,Potential Loyalists
658,2026-02-09,6,101074.04000000001,177,2,4,4,10,Loyal Customers
659,2025-08-09,5,96185.33,361,1,3,3,7,At Risk
660,2026-07-26,8,127916.37,10,5,5,4,14,Champions
661,2026-05-01,6,122512.78,96,3,4,4,11,Loyal Customers
662,2026-04-30,6,125495.28,97,3,4,4,11,Loyal Customers
663,2026-03-25,9,117648.08,133,3,5,4,12,Loyal Customers
664,2026-07-23,8,155934.85,13,5,5,5,15,Champions
665,2026-03-28,4,37752.99,130,3,2,1,6,At Risk
666,2026-05-15,3,48834.729999999996,82,3,2,2,7,At Risk
667,2026-04-19,6,139860.48,108,3,4,5,12,Loyal Customers
668,2026-08-03,4,85202.92,2,5,2,3,10,Loyal Customers
669,2025-10-23,2,14270.17,286,1,1,1,3,Lost Customers
670,2026-04-14,3,89703.05,113,3,2,3,8,Potential Loyalists
671,2026-05-04,3,42307.270000000004,93,3,2,1,6,At Risk
672,2025-12-19,8,83177.22,229,2,5,3,10,Loyal Customers
673,2025-08-26,3,41681.630000000005,344,1,2,1,4,Lost Customers
674,2026-07-28,7,131008.48999999999,8,5,5,4,14,Champions
675,2026-02-06,4,75062.62,180,2,2,3,7,At Risk
676,2026-06-29,6,112331.67,37,4,4,4,12,Loyal Customers
677,2026-07-31,3,72344.45,5,5,2,2,9,Potential Loyalists
678,2026-06-09,5,144543.33,57,4,3,5,12,Loyal Customers
679,2025-09-11,1,21882.56,328,1,1,1,3,Lost Customers
680,2025-09-24,4,49040.45,315,1,2,2,5,Lost Customers
681,2026-03-26,2,46439.92,132,3,1,1,5,Lost Customers
682,2026-02-10,1,9955.49,176,2,1,1,4,Lost Customers
683,2026-07-26,5,85846.95999999999,10,5,3,3,11,Loyal Customers
684,2026-04-16,6,122962.58,111,3,4,4,11,Loyal Customers
685,2026-07-26,6,92415.97,10,5,4,3,12,Loyal Customers
686,2026-03-09,3,45990.5,149,2,2,1,5,Lost Customers
687,2026-04-01,8,189865.53,126,3,5,5,13,Champions
688,2026-01-03,4,19094.02,214,2,2,1,5,Lost Customers
689,2026-02-24,6,114920.8,162,2,4,4,10,Loyal Customers
690,2026-05-18,5,82370.33,79,3,3,3,9,Potential Loyalists
691,2024-12-19,2,57925.05,594,1,1,2,4,Lost Customers
692,2026-03-27,6,141339.71,131,3,4,5,12,Loyal Customers
693,2026-05-04,5,56181.07,93,3,3,2,8,Potential Loyalists
694,2026-03-27,4,73085.86,131,3,2,2,7,At Risk
695,2026-06-03,7,92727.24,63,4,5,3,12,Loyal Customers
696,2025-11-30,1,31488.89,248,1,1,1,3,Lost Customers
697,2026-05-30,6,168673.28999999998,67,4,4,5,13,Champions
698,2026-07-23,6,106421.03,13,5,4,4,13,Champions
699,2026-05-02,10,183433.02,95,3,5,5,13,Champions
700,2025-05-19,2,33718.88,443,1,1,1,3,Lost Customers
701,2026-05-20,5,93323.57,77,4,3,3,10,Loyal Customers
702,2026-04-01,5,76614.68,126,3,3,3,9,Potential Loyalists
703,2025-12-05,4,51494.57,243,1,2,2,5,Lost Customers
704,2025-10-23,7,108292.22,286,1,5,4,10,Loyal Customers
705,2025-12-24,3,44565.25,224,2,2,1,5,Lost Customers
706,2026-02-12,4,84088.29000000001,174,2,2,3,7,At Risk
707,2026-01-30,8,162089.66,187,2,5,5,12,Loyal Customers
708,2026-04-20,4,80682.08,107,3,2,3,8,Potential Loyalists
709,2025-11-14,4,59933.79,264,1,2,2,5,Lost Customers
710,2026-05-31,5,115234.1,66,4,3,4,11,Loyal Customers
711,2026-07-26,6,129703.96,10,5,4,4,13,Champions
712,2026-04-15,5,106526.43000000001,112,3,3,4,10,Loyal Customers
713,2026-01-07,7,131560.4,210,2,5,4,11,Loyal Customers
714,2026-06-24,6,70318.62,42,4,4,2,10,Loyal Customers
715,2025-07-11,2,14883.23,390,1,1,1,3,Lost Customers
716,2026-05-23,4,44887.93,74,4,2,1,7,At Risk
717,2026-05-30,1,18005.51,67,4,1,1,6,At Risk
718,2026-07-17,9,163703.39,19,5,5,5,15,Champions
719,2026-05-18,6,155338.99,79,3,4,5,12,Loyal Customers
720,2025-08-02,1,8078.97,368,1,1,1,3,Lost Customers
721,2026-05-22,4,84253.42,75,4,2,3,9,Potential Loyalists
722,2026-03-09,10,249241.12,149,2,5,5,12,Loyal Customers
723,2026-04-06,7,115359.48,121,3,5,4,12,Loyal Customers
724,2026-05-17,7,135289.11,80,3,5,5,13,Champions
725,2026-07-24,4,46512.130000000005,12,5,2,1,8,Potential Loyalists
726,2026-06-23,5,121755.32,43,4,3,4,11,Loyal Customers
727,2026-07-05,8,132735.48,31,5,5,4,14,Champions
729,2025-01-24,4,69249.66,558,1,2,2,5,Lost Customers
730,2025-09-07,2,33151.68,332,1,1,1,3,Lost Customers
731,2026-06-08,6,112584.11,58,4,4,4,12,Loyal Customers
732,2026-07-06,1,5180.28,30,5,1,1,7,At Risk
733,2026-06-04,5,127184.4,62,4,3,4,11,Loyal Customers
734,2025-09-11,3,38799.39,328,1,2,1,4,Lost Customers
735,2026-07-03,10,172745.89,33,4,5,5,14,Champions
736,2026-07-31,3,71639.68,5,5,2,2,9,Potential Loyalists
737,2025-12-17,1,27178.9,231,2,1,1,4,Lost Customers
738,2026-06-30,5,45600.6,36,4,3,1,8,Potential Loyalists
739,2026-06-16,2,83050.12,50,4,1,3,8,Potential Loyalists
740,2026-06-18,4,56681.36,48,4,2,2,8,Potential Loyalists
741,2026-06-28,7,130806.83,38,4,5,4,13,Champions
742,2025-06-05,4,79677.95,426,1,2,3,6,At Risk
743,2026-05-18,7,156506.02000000002,79,3,5,5,13,Champions
744,2026-06-02,5,107502.94,64,4,3,4,11,Loyal Customers
745,2025-12-26,5,101830.31,222,2,3,4,9,Potential Loyalists
746,2026-05-15,6,174519.47,82,3,4,5,12,Loyal Customers
747,2026-07-08,6,83747.62,28,5,4,3,12,Loyal Customers
748,2026-07-09,5,125291.84,27,5,3,4,12,Loyal Customers
749,2026-05-05,6,113742.11,92,3,4,4,11,Loyal Customers
750,2025-09-16,3,29573.29,323,1,2,1,4,Lost Customers
751,2026-06-08,12,175476.48,58,4,5,5,14,Champions
752,2025-01-24,4,78643.87,558,1,2,3,6,At Risk
753,2026-04-17,5,92250.79,110,3,3,3,9,Potential Loyalists
754,2026-04-27,3,24066.67,100,3,2,1,6,At Risk
755,2025-12-14,4,90786.38,234,1,2,3,6,At Risk
756,2025-10-03,5,137164.5,306,1,3,5,9,Potential Loyalists
757,2026-06-06,9,142899.81,60,4,5,5,14,Champions
758,2026-07-30,8,153281.21,6,5,5,5,15,Champions
759,2026-03-19,6,92236.84,139,2,4,3,9,Potential Loyalists
760,2026-04-20,10,203910.68,107,3,5,5,13,Champions
761,2026-04-24,7,149162.03,103,3,5,5,13,Champions
762,2026-03-18,4,32127.4,140,2,2,1,5,Lost Customers
763,2026-07-18,6,93710.29000000001,18,5,4,3,12,Loyal Customers
764,2025-11-01,3,50584.3,277,1,2,2,5,Lost Customers
765,2026-03-02,5,131156.75,156,2,3,4,9,Potential Loyalists
766,2026-07-16,4,90054.55,20,5,2,3,10,Loyal Customers
767,2026-06-22,6,158173.78,44,4,4,5,13,Champions
768,2026-06-03,5,129510.82,63,4,3,4,11,Loyal Customers
769,2026-04-14,4,40966.11,113,3,2,1,6,At Risk
770,2026-05-19,5,47929.329999999994,78,3,3,2,8,Potential Loyalists
771,2026-05-12,7,140844.27,85,3,5,5,13,Champions
772,2026-08-05,5,102348.51999999999,0,5,3,4,12,Loyal Customers
773,2026-06-15,7,127581.63,51,4,5,4,13,Champions
774,2026-04-22,4,56052.31,105,3,2,2,7,At Risk
775,2026-07-14,8,138716.72,22,5,5,5,15,Champions
776,2026-04-30,5,68988.3,97,3,3,2,8,Potential Loyalists
777,2026-04-28,5,86698.49,99,3,3,3,9,Potential Loyalists
778,2025-09-22,7,159133.44,317,1,5,5,11,Loyal Customers
779,2026-08-01,6,136693.76,4,5,4,5,14,Champions
780,2025-12-25,4,107743.42,223,2,2,4,8,Potential Loyalists
781,2026-01-11,3,14948.18,206,2,2,1,5,Lost Customers
782,2026-07-24,7,172551.07,12,5,5,5,15,Champions
783,2025-12-27,4,105007.57,221,2,2,4,8,Potential Loyalists
784,2026-05-21,5,60002.19,76,4,3,2,9,Potential Loyalists
785,2025-12-21,4,42363.72,227,2,2,1,5,Lost Customers
786,2026-01-14,3,74404.62,203,2,2,2,6,At Risk
787,2026-05-05,2,13661.710000000001,92,3,1,1,5,Lost Customers
788,2026-07-06,6,63560.33,30,5,4,2,11,Loyal Customers
789,2026-05-20,8,184915.97,77,4,5,5,14,Champions
790,2026-03-06,7,178602.02,152,2,5,5,12,Loyal Customers
791,2026-06-06,4,31240.86,60,4,2,1,7,At Risk
792,2025-11-22,2,8426.38,256,1,1,1,3,Lost Customers
793,2025-10-30,1,37052.94,279,1,1,1,3,Lost Customers
794,2026-06-21,2,50617.74,45,4,1,2,7,At Risk
795,2025-12-04,4,114772.6,244,1,2,4,7,At Risk
796,2026-06-22,6,94949.88,44,4,4,3,11,Loyal Customers
797,2025-08-23,2,24670.089999999997,347,1,1,1,3,Lost Customers
798,2026-07-13,6,91972.9,23,5,4,3,12,Loyal Customers
799,2026-03-18,6,98909.64,140,2,4,3,9,Potential Loyalists
800,2026-07-19,11,208151.02000000002,17,5,5,5,15,Champions
801,2026-06-24,6,89797.17,42,4,4,3,11,Loyal Customers
802,2025-07-12,3,28770.75,389,1,2,1,4,Lost Customers
803,2025-04-13,2,19644.33,479,1,1,1,3,Lost Customers
804,2026-07-04,4,52157.73,32,5,2,2,9,Potential Loyalists
805,2026-06-07,5,73731.57,59,4,3,2,9,Potential Loyalists
806,2026-06-05,6,137279.4,61,4,4,5,13,Champions
807,2026-07-27,4,93507.38,9,5,3,3,11,Loyal Customers
808,2026-07-26,8,103937.84,10,5,5,4,14,Champions
809,2026-05-02,2,15587.91,95,3,1,1,5,Lost Customers
810,2025-09-26,5,65765.28,313,1,3,2,6,At Risk
811,2026-05-20,3,34111.28,77,4,2,1,7,At Risk
812,2026-06-26,5,74005.86,40,4,3,2,9,Potential Loyalists
813,2026-03-25,9,152798.16999999998,133,3,5,5,13,Champions
814,2026-06-15,7,92672.31,51,4,5,3,12,Loyal Customers
815,2025-09-26,3,34772.61,313,1,2,1,4,Lost Customers
816,2026-07-13,5,113955.17,23,5,3,4,12,Loyal Customers
817,2026-04-24,3,90601.38,103,3,2,3,8,Potential Loyalists
818,2026-04-14,4,92042.28,113,3,3,3,9,Potential Loyalists
819,2026-07-13,7,164789.5,23,5,5,5,15,Champions
820,2025-12-13,4,58988.14,235,1,3,2,6,At Risk
821,2026-03-03,8,131769.96,155,2,5,4,11,Loyal Customers
822,2025-08-04,5,118337.89,366,1,3,4,8,Potential Loyalists
823,2026-04-20,6,110608.33,107,3,4,4,11,Loyal Customers
824,2026-03-29,7,104101.83,129,3,5,4,12,Loyal Customers
825,2026-06-13,4,50789.36,53,4,3,2,9,Potential Loyalists
826,2026-07-10,2,59181.96,26,5,1,2,8,Potential Loyalists
827,2026-07-14,8,159776.71,22,5,5,5,15,Champions
828,2026-05-04,4,49396.49,93,3,3,2,8,Potential Loyalists
829,2026-03-09,8,139220.75,149,2,5,5,12,Loyal Customers
830,2026-05-06,5,102375.47,91,3,3,4,10,Loyal Customers
831,2026-06-20,6,142116.8,46,4,4,5,13,Champions
832,2026-06-05,5,73167.25,61,4,3,2,9,Potential Loyalists
833,2026-05-27,7,91985.81,70,4,5,3,12,Loyal Customers
834,2025-08-10,4,80234.52,360,1,3,3,7,At Risk
835,2026-06-21,6,87011.26999999999,45,4,4,3,11,Loyal Customers
836,2026-07-18,2,38297.34,18,5,1,1,7,At Risk
837,2025-01-04,2,55496.53,578,1,1,2,4,Lost Customers
838,2025-08-22,3,37320.68,348,1,2,1,4,Lost Customers
839,2026-04-27,3,53947.71,100,3,2,2,7,At Risk
840,2026-05-19,2,37879.6,78,3,1,1,5,Lost Customers
841,2026-06-16,7,161553.46,50,4,5,5,14,Champions
842,2026-07-05,4,87493.83,31,5,3,3,11,Loyal Customers
843,2025-12-14,4,99725.76,234,1,3,3,7,At Risk
844,2026-07-17,11,267445.08,19,5,5,5,15,Champions
845,2026-03-23,4,48117.52,135,2,3,2,7,At Risk
846,2025-12-17,2,25750.050000000003,231,2,1,1,4,Lost Customers
847,2026-08-01,4,49409.93,4,5,3,2,10,Loyal Customers
848,2026-06-22,7,174945.69,44,4,5,5,14,Champions
